Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,UIN,Product Name,Date of Approval,Documents,Type Of Product,document_link
84,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/197/13-14,Secured Future Plan,29-10-2013,Secured Future Plan_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Secured+Future+Plan_2013-2014.pdf/167a99d8-1244-5121-5e0f-133ef1fd7ab1?version=1.1&t=1668339203109&download=true
84,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/198/13-14,Income Guard Plan,29-10-2013,Income Guard Plan_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Income+Guard+Plan_2013-2014.pdf/410f38f5-6b81-ae68-ae79-b9ce9aeb4685?version=1.1&t=1668339232623&download=true
84,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/200/13-14,Accident Shield Policy,04-09-2013,Accident Shield Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Accident+Shield+Policy_2013-2014.pdf/458e937a-f657-0264-8804-a226bc3a89d1?version=1.1&t=1668339313037&download=true
84,Non-Archived,2013-2014,Star Health and Allied Insurance Company Limited,IRDA/NL-HLT/SHAI/P-P/V.I/166/13-14,Family Health Optima Accident Care Policy,14-08-2013,Family Health Optima Accident Care Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Family+Health+Optima+Accident+Care+Policy_2013-2014.pdf/fbb20bdb-2ab8-c542-42ee-27ca074c5cd9?version=1.1&t=1668333663762&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/289/13-14,Group Personal Injury Policy,20-12-2013,Group Personal Injury Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Group+Personal+Injury+Policy_2013-2014.pdf/a54b8e1b-3274-2e6e-4e63-dc81066d4e28?version=1.1&t=1668337826154&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/291/13-14,Accident & Health Product-Group Multiguard Personal Accident Policy,01-11-2013,Group Multiguard Personal Accident Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Group+Multiguard+Personal+Accident+Policy_2013-2014.pdf/df531b24-9634-8f9a-82f1-30a532489c4c?version=1.1&t=1668336538688&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/202/13-14,Secure Income High Policy,04-09-2013,Secure Income High Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Secure+Income+High+Policy_2013-2014.pdf/bbbb3a95-a69b-ba55-b67a-a54326fd71a6?version=1.1&t=1668339422562&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/203/13-14,Complete Care Policy,04-09-2013,Complete Care Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Complete+Care+Policy_2013-2014.pdf/dbeed306-4bdd-3c4d-3f7c-d6cab76d619b?version=1.1&t=1668339466649&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-T/V.I/237/13-14,Student Guard Plus Policy,13-09-2013,Student Guard Plus Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Student+Guard+Plus+Policy_2013-2014.pdf/1154b117-bed0-737c-04ee-7f8f69d34c92?version=1.1&t=1668339505267&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-T/V.I/238/13-14,Domestic Travel Protection Policy,13-09-2013,Domestic Travel Protection Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Domestic+Travel+Protection+Policy_2013-2014.pdf/c122c4ae-5512-68c4-b67c-5b7cb9502b79?version=1.1&t=1668339624756&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/239/13-14,Hospital Care Policy,13-09-2013,Hospital Care Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Hospital+Care+Policy_2013-2014.pdf/04d3543b-da32-cd4b-f23a-11cf2c6cb0d1?version=1.1&t=1668339665097&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-T/V.I/240/13-14,Domestic Travel Guard Policy,13-09-2013,Domestic Travel Guard Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Domestic+Travel+Guard+Policy_2013-2014.pdf/7fabd10b-9da9-9dea-1e9f-923e1a25c015?version=1.1&t=1668337658150&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-T/V.I/241/13-14,Asia Travel Guard Policy,13-09-2013,Asia Travel Guard Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Asia+Travel+Guard+Policy_2013-2014.pdf/8cb7ebae-0d68-e0b3-339a-4060710400d6?version=1.1&t=1668337693203&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/292/13-14,Accident & Health Product-Group Accident And Sicknees Hospital Cash Policy,01-11-2013,Group Accident and Sickness Hospital Cash Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Group+Accident+and+Sickness+Hospital+Cash+Policy_2013-2014.pdf/03d20815-a278-067f-be66-b835c87a7ea5?version=1.1&t=1668336573601&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-H/V.I/287/13-14,Home Guard Plus Policy,01-11-2013,Home Guard Plus Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Home+Guard+Plus+Policy_2013-2014.pdf/2b3da2f4-7129-da44-2b5b-f3c9eb7d34c5?version=1.1&t=1668337737092&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/290/13-14,Group Personal Accident And Business Travel Accident Policy,01-11-2013,Group Personal Accident & Business Travel Accident Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Group+Personal+Accident+%26+Business+Travel+Accident+Policy_2013-2014.pdf/587ac2ef-8eb1-0551-cfbf-8fd75a5ca4f0?version=1.1&t=1668337860228&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-T/V.I/300/13-14,Business Travel Guard,01-11-2013,Business Travel Guard_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Business+Travel+Guard_2013-2014.pdf/0d71b8ab-622d-f001-99d6-8693f99845e7?version=1.1&t=1668337951329&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/301/13-14,Voluntary Group Personal Accident Policy,12-12-2013,Voluntary Group Personal Accident Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Voluntary+Group+Personal+Accident+Policy_2013-2014.pdf/a85ddc82-b0c4-14b0-eeab-8bd8ce1ce18b?version=1.1&t=1668337989654&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-H/V.I/69/13-14,Wellsurance Executive Policy,01-07-2013,Wellsurance Executive Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Wellsurance+Executive+Policy_2013-2014.pdf/f5084f14-dada-b635-fa57-9103dc5efd18?version=1.1&t=1668338026677&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-H/V.I/69/13-14,Wellsurance Family Policy,01-07-2013,Wellsurance Family Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Wellsurance+Family+Policy_2013-2014.pdf/01990f08-c836-2574-fb91-bedf7a247897?version=1.1&t=1668335682971&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-H/V.I/69/13-14,Wellsurance Senior Policy,01-07-2013,Wellsurance Senior Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Wellsurance+Senior+Policy_2013-2014.pdf/2148a28a-5b29-c280-0448-dc875b0a8c3c?version=1.1&t=1668335859419&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-H/V.I/69/13-14,Wellsurance Woman Policy,01-07-2013,Wellsurance Woman Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Wellsurance+Woman+Policy_2013-2014.pdf/8b57db9d-730a-8c1d-78ed-3f9624b95b3d?version=1.1&t=1668335903781&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/288/13-14,Individual Accident and Sickness Hospital Cash Policy,03-12-2013,Individual Accident and Sickness Hospital Cash  Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Individual+Accident+and+Sickness+Hospital+Cash++Policy_2013-2014.pdf/fd42f95f-a571-1b52-f717-7802bab0f5ea?version=1.1&t=1668337796391&download=true
85,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-P/V.I/201/13-14,Secure Income Low Policy,04-09-2013,Secure Income Low Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Secure+Income+Low+Policy_2013-2014.pdf/db1159fa-8160-5b54-b758-7801be3e8058?version=1.1&t=1668339347474&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/340/13-14,Tailor-made Floater Group Mediclaim Policy,01-11-2013,Standard Group Janata Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Standard+Group+Janata+Mediclaim+Policy_2013-2014.pdf/3e9b2b52-661b-7813-5758-057d4296c879?version=1.1&t=1668335232604&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-P/V.I/353/13-14,Good Health Group Personal Accident Policy,01-11-2013,Good Health Group Personal Accident Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Good+Health+Group+Personal+Accident+Policy_2013-2014.pdf/1104de56-37e6-5505-ea34-ee2cd5485be5?version=1.1&t=1668249273273&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/330/13-14,Mediclaim 2012 Policy,01-11-2013,Mediclaim 2012 Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Mediclaim+2012+Policy_2013-2014.pdf/dae591db-deb4-2f46-1cfa-c89597a83137?version=1.1&t=1668336661718&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/331/13-14,Family Mediclaim 2012 Policy,01-11-2013,Family Mediclaim 2012 Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Family+Mediclaim+2012+Policy_2013-2014.pdf/ff5f9291-ea66-5cda-98a1-c4c293460bcd?version=1.1&t=1668336700360&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/332/13-14,Mediclaim Policy (2007),01-11-2013,Mediclaim Policy (2007)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Mediclaim+Policy+%282007%29_2013-2014.pdf/a62182db-f55b-beca-eb22-da9f134ca2be?version=1.1&t=1668336739643&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/333/13-14,Family Floater Mediclaim Policy,01-11-2013,Family Floater Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Family+Floater+Mediclaim+Policy_2013-2014.pdf/f06fe0fc-098f-6745-7b9c-087b3f2f5076?version=1.1&t=1668336800820&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/334/13-14,Group Mediclaim Policy (2007),01-11-2013,Group Mediclaim Policy (2007)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Group+Mediclaim+Policy+%282007%29_2013-2014.pdf/ba0dd834-c5c6-4f11-8b6b-99fa4b07fb4e?version=1.1&t=1668334976046&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/335/13-14,Senior Citizen Mediclaim Policy,01-11-2013,Senior Citizen Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Senior+Citizen+Mediclaim+Policy_2013-2014.pdf/467249f6-5e8d-f374-af67-37eaa15cb3ab?version=1.1&t=1668335044977&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/336/13-14,Janata Mediclaim Policy,01-11-2013,Janata Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Janata+Mediclaim+Policy_2013-2014.pdf/0a8f3009-d2c4-111b-96d7-2029f08d34e5?version=1.1&t=1668335089427&download=true
86,Non-Archived,2013-2014,Tata AIG General Insurance Company Limited,IRDA/NL-HLT/TAGI/P-T/V.II/35/13-14,Travel Guard - Schengen Travel,26-02-2014,Travel Guard_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Travel+Guard_2013-2014.pdf/a39d23a0-49c7-b5a9-cb7c-49818f621941?version=1.1&t=1668336619227&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/338/13-14,Jan Arogya Bima Policy,01-11-2013,Jan Arogya Bima Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Jan+Arogya+Bima+Policy_2013-2014.pdf/5afe123e-3f87-d773-26f3-19001988a6cc?version=1.1&t=1668335126996&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/342/13-14,Good Health Group Mediclaim Policy,01-11-2013,Good Health Group Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Good+Health+Group+Mediclaim+Policy_2013-2014.pdf/c8d6e428-e2a0-965a-fbcd-df12342cc572?version=1.1&t=1668334894323&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/344/13-14,Cancer Mediclaim Expenses - Individual,01-11-2013,Cancer Medical Expenses - Individual_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Cancer+Medical+Expenses+-+Individual_2013-2014.pdf/defc3315-7242-d893-a165-f2528defd7e6?version=1.1&t=1668334086052&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/345/13-14,Cancer Mediclaim Expenses - Group,01-11-2013,Cancer Medical Expenses - Group_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Cancer+Medical+Expenses+-+Group_2013-2014.pdf/59202c6b-e65a-c09d-c9b0-5155f73149ff?version=1.1&t=1668248585118&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/346/13-14,Tertiary Care Insurance - Individual,01-11-2013,Tertiary Care Policy - Individual_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Tertiary+Care+Policy+-+Individual_2013-2014.pdf/2c2a2cba-fbca-1017-9044-fa69a65fea5e?version=1.1&t=1668248631645&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/347/13-14,Tertiary Care Insurance - Group,01-11-2013,Tertiary Care Policy - Group_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Tertiary+Care+Policy+-+Group_2013-2014.pdf/95586921-109a-9801-657e-06f8baaa0421?version=1.1&t=1668248663979&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/348/13-14,Overseas Mediclaim Insurance (Business & Holiday),01-11-2013,Overseas Mediclaim Insurance (Business& Holiday)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Overseas+Mediclaim+Insurance+%28Business%26+Holiday%29_2013-2014.pdf/5f930fc1-d147-4a1a-1164-ad687e8e8b80?version=1.1&t=1668248798185&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/349/13-14,Overseas Mediclaim Insurance (Employment & Studies),01-11-2013,Overseas Mediclaim Insurance (Employment & Studies)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Overseas+Mediclaim+Insurance+%28Employment+%26+Studies%29_2013-2014.pdf/1e927051-d3b0-2310-3063-134a556abe46?version=1.1&t=1668248941118&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/339/13-14,Tailor-made Group Mediclaim Policy,01-11-2013,Tailor-made Group Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Tailor-made+Group+Mediclaim+Policy_2013-2014.pdf/1ad5d20c-e8bd-ea41-b2da-221fe54911e6?version=1.1&t=1668335178238&download=true
86,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-P/V.I/352/13-14,Tailor-made Group Personal Accident Policy,01-11-2013,Tailor-Made Group Personal Accident Pol_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Tailor-Made+Group+Personal+Accident+Pol_2013-2014.pdf/c1067660-8aa5-8f8e-a77d-8744ca45b031?version=1.1&t=1668249227923&download=true
87,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-P/V.I/356/13-14,Passenger Flight Insurance,01-11-2013,Passenger Flight Insurance_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Passenger+Flight+Insurance_2013-2014.pdf/7531c063-750a-454c-07ff-01819108f9af?version=1.1&t=1668249414674&download=true
87,Non-Archived,2013-2014,United India Insurance Company Limited,IRDA/NL-HLT/UII/P-H/V.I/229/13-14,Individual Health Gold Policy,13-09-2013,Individual_Health_Gold_Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Individual_Health_Gold_Policy_2013-2014.pdf/320128b2-60b8-b27a-a99d-94ae9fc58bea?version=1.1&t=1668250696605&download=true
87,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-P/V.I/357/13-14,Student Safety Insurance,01-11-2013,Student Safety Insurance_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Student+Safety+Insurance_2013-2014.pdf/f46c0be9-f101-f3f6-bb04-adef106253c0?version=1.1&t=1668249687120&download=true
87,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-P/V.I/358/13-14,Suhana Safar Policy,01-11-2013,Suhana Safar Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Suhana+Safar+Policy_2013-2014.pdf/b88227ed-f0d0-47ff-192f-5362487f1c2d?version=1.1&t=1668249744209&download=true
87,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/467/13-14,New India Floater Mediclaim Policy,06-03-2014,New India Floater Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/New+India+Floater+Mediclaim+Policy_2013-2014.pdf/7b75d320-e79b-bd38-ab0a-4e5b88112f7e?version=1.1&t=1668249785994&download=true
87,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/471/13-14,New India Asha Kiran Policy,06-03-2014,New India Asha Kiran Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/New+India+Asha+Kiran+Policy_2013-2014.pdf/94aa9bf9-58fe-74f2-3ba5-028cff78391b?version=1.1&t=1668249820545&download=true
87,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-H/V.I/337/13-14,Universal Health Insurance Policy (APL),01-11-2013,Universal Health Insurance Policy (APL)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Universal+Health+Insurance+Policy+%28APL%29_2013-2014.pdf/2ae744e6-0498-a2c0-6dc5-00383ba2f96c?version=1.1&t=1668249866115&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-H/V.I/448/13-14,Mediclaim Insurance Policy (Individual),26-02-2014,Mediclaim Insurance Policy (Individual)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Mediclaim+Insurance+Policy+%28Individual%29_2013-2014.pdf/1bb7ef67-1aab-9253-5994-f48bfbd973b8?version=1.1&t=1668249935501&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-H/V.I/450/13-14,Happy Family Floater Policy,26-02-2014,Happy Family Floater Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Happy+Family+Floater+Policy_2013-2014.pdf/4136520d-bd5a-11e8-99c9-e62063d9d73b?version=1.1&t=1668249977648&download=true
87,Non-Archived,2013-2014,United India Insurance Company Limited,IRDA/NL-HLT/UII/P-H/V.I/230/13-14,Individual Health Senior Citizen Policy,13-09-2013,Individual_Health_Senior_Citizen_Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Individual_Health_Senior_Citizen_Policy_2013-2014.pdf/e469fd4a-aed1-79d4-aa9f-7550e66ea8ad?version=1.1&t=1668250729962&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-H/V.I/453/13-14,Mediclaim Insurance Policy (Group),26-02-2014,Mediclaim Insurance Policy (Group)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Mediclaim+Insurance+Policy+%28Group%29_2013-2014.pdf/34b98171-ab5b-87c7-c6ed-c6c5c68d392a?version=1.1&t=1668250020246&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-T/V.I/451/13-14,Overseas Mediclaim -Employment and Study,03-03-2014,Overseas Mediclaim - Employment and Study_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Overseas+Mediclaim+-+Employment+and+Study_2013-2014.pdf/8c7c51e5-a409-5c70-3909-981d97ee55d8?version=1.1&t=1668250092172&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-T/V.I/452/13-14,Overseas Mediclaim -Business and Holiday,03-03-2014,Overseas Mediclaim - Business and Holiday_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Overseas+Mediclaim+-+Business+and+Holiday_2013-2014.pdf/13b77a5e-3f91-6a5e-90bd-0d39eb67082b?version=1.1&t=1668250125428&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-H/V.I/454/13-14,Oriental Bank Mediclaim Policy,03-03-2014,Oriental Bank Mediclaim Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Oriental+Bank+Mediclaim+Policy_2013-2014.pdf/9e30cea7-f5aa-0ffb-17be-e1ac70139328?version=1.1&t=1668250182518&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-H/V.I/455/13-14,PNB-Oriental Royal Mediclaim Insurance Policy,03-03-2014,PNB -Oriental Royal Mediclaim Insurance Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/PNB+-Oriental+Royal+Mediclaim+Insurance+Policy_2013-2014.pdf/b3fe4591-4ed7-fcdb-d5fd-4e6bec96f671?version=1.1&t=1668250219451&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-P/V.I/456/13-14,Personal Accident Policy (Individual),03-03-2014,Personal Accident Policy (Individual)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Personal+Accident+Policy+%28Individual%29_2013-2014.pdf/bbb16212-9285-7d67-3576-2fa35ef14f2d?version=1.1&t=1668250553467&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-P/V.I/457/13-14,Personal Accident Policy (Group),03-03-2014,Personal Accident Policy (Group)_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Personal+Accident+Policy+%28Group%29_2013-2014.pdf/45957413-25a3-89f1-f3d3-7b0fe0657ba5?version=1.1&t=1668250598990&download=true
87,Non-Archived,2013-2014,United India Insurance Company Limited,IRDA/NL-HLT/UII/P-H/V.I/228/13-14,Individual Health - Platinum Policy,13-09-2013,Individual_Health_Platinum_Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Individual_Health_Platinum_Policy_2013-2014.pdf/3344810e-7459-3ab8-9a40-844fd646cb1f?version=1.1&t=1668250636698&download=true
87,Non-Archived,2013-2014,The Oriental Insurance Company Limited,IRDA/NL-HLT/OIC/P-H/V.I/449/13-14,Health of Privileged Elders,03-03-2014,Health of Privileged Elders_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Health+of+Privileged+Elders_2013-2014.pdf/a5d766b5-0c97-76e2-82c7-7aaf49016c27?version=1.1&t=1668250053949&download=true
87,Non-Archived,2013-2014,The New India Assurance Company Limited,IRDA/NL-HLT/NIA/P-P/V.I/355/13-14,Rasta Appatti Kavach,01-11-2013,Rasta Appatti Kavach_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Rasta+Appatti+Kavach_2013-2014.pdf/9d7a2cdf-218f-a051-711a-c7a43703b503?version=1.1&t=1668249324389&download=true
88,Non-Archived,2013-2014,United India Insurance Company Limited,IRDA/NL-HLT/UII/P-H/V.I/232/13-14,Top Up Medicare Policy,13-09-2013,Top_Up_Medicare_Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Top_Up_Medicare_Policy_2013-2014.pdf/fb3445cb-67e4-2964-c298-235691a2d837?version=1.1&t=1668250790158&download=true
88,Non-Archived,2013-2014,Apollo Munich Health Insurance Company Limited,IRDA/NL-HLT/AMHI/P-T/V.I/6/13-14,Easy Travel-Individual,03-04-2013,Easy Travel-Individual_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Easy+Travel-Individual_2013-2014.pdf/748056db-dabe-84af-f957-29fa33273481?version=1.1&t=1668149935641&download=true
88,Non-Archived,2013-2014,United India Insurance Company Limited,IRDA/NL-HLT/UII/P-H(C)/V.I/234/13-14,Uni Criticare Policy,13-09-2013,Uni_Criticare_Policy_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Uni_Criticare_Policy_2013-2014.pdf/0a83a1ab-2b7a-ccca-b80b-c55573d319e8?version=1.1&t=1668251848048&download=true
88,Non-Archived,2013-2014,Apollo Munich Health Insurance Company Limited,IRDA/NL-HLT/AMHI/P-H/V.I/4/13-14,Optima Senior,03-04-2013,optima Senior_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/optima+Senior_2013-2014.pdf/5716dc4c-5ed7-43a8-278a-d1d1789f2c4e?version=1.2&t=1668145254114&download=true
88,Non-Archived,2013-2014,Apollo Munich Health Insurance Company Limited,IRDA/NL-HLT/AMHI/P-H/V.I/5/13-14,Maxima,03-04-2013,Maxima_2013-2014.pdf,,https://irdai.gov.in/documents/37343/931203/Maxima_2013-2014.pdf/d8b11592-7e2a-b8ec-7472-d6079b134c34?version=1.1&t=1668145412748&download=true
