Page Number,Archive / Non Archive,S.no,Financial Year,Name of the Insurer,Product Name,Type Of Product,UIN,Date of Approval,Documents,document_link
157,Non-Archived,GEN2520,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,"Transport, Redelivery Or Repatriation Of Repaired Vehicle for Bundled Cover for two wheelers",Add on,IRDAN106RP0007V01201819/A0035V01201819,04-09-2018,IRDAN106RP0007V01201819A0035V01201819_GEN2520.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0035V01201819_GEN2520.pdf/6d8109ab-5a6e-a987-065b-8e2a121a0edb?version=1.1&t=1668687343325&download=true
158,Non-Archived,GEN2544,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,On-Road Protector Coverage for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0062V01201819,04-09-2018,IRDAN106RP0010V01201819A0062V01201819_GEN2544.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0062V01201819_GEN2544.pdf/000b20da-e048-4b5f-91f1-30f022c836e7?version=1.1&t=1668753873487&download=true
158,Non-Archived,GEN2537,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Accident Coverage for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0029V01201819,04-09-2018,IRDAN106RP0007V01201819A0029V01201819_GEN2537.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0029V01201819_GEN2537.pdf/b37df257-7be3-cc06-8bca-2e6b42ef1a40?version=1.1&t=1668752151777&download=true
158,Non-Archived,GEN2533,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,New Vehicle Replacement for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0025V01201819,04-09-2018,IRDAN106RP0007V01201819A0025V01201819_GEN2533.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0025V01201819_GEN2533.pdf/6ced5a8e-030b-b28d-a1e8-8cb8d2dab3e4?version=1.1&t=1668750731115&download=true
158,Non-Archived,GEN2526,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,No Claim Bonus (Ncb) Protection for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0017V01201819,04-09-2018,IRDAN106RP0006V01201819A0017V01201819_GEN2526.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0017V01201819_GEN2526.pdf/34586d34-45dc-a0ae-957c-8698adb813c2?version=1.1&t=1668749301021&download=true
158,Non-Archived,GEN2534,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Daily Rental/Travel Cost for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0026V01201819,04-09-2018,IRDAN106RP0007V01201819A0026V01201819_GEN2534.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0026V01201819_GEN2534.pdf/287fb0b8-1ec5-e071-cc67-bfcf5ec1a4f4?version=1.1&t=1668751933136&download=true
158,Non-Archived,GEN2532,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Depreciation Waiver for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0024V01201819,04-09-2018,IRDAN106RP0007V01201819A0024V01201819_GEN2532.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0024V01201819_GEN2532.pdf/298a78b3-835e-efb2-6fe4-175ec881ad14?version=1.1&t=1668750626755&download=true
158,Non-Archived,GEN2527,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Increased Property Damage Liablity Benefit for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0018V01201819,04-09-2018,IRDAN106RP0006V01201819A0018V01201819_GEN2527.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0018V01201819_GEN2527.pdf/92f279fc-36f6-c6f6-18a7-dcd03fd5fdab?version=1.1&t=1668749397968&download=true
158,Non-Archived,GEN2530,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Accomodation And Travelling Expenses for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0021V01201819,04-09-2018,IRDAN106RP0006V01201819A0021V01201819_GEN2530.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0021V01201819_GEN2530.pdf/fa4308ab-7838-896b-be8b-41c3196a34a5?version=1.1&t=1668750495234&download=true
158,Non-Archived,GEN2539,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Increased Property Damage Liablity Benefit for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0031V01201819,04-09-2018,IRDAN106RP0007V01201819A0031V01201819_GEN2539.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0031V01201819_GEN2539.pdf/62a48e24-95bd-83e9-6d9b-6d7b2b652752?version=1.1&t=1668752281065&download=true
158,Non-Archived,GEN2531,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,"Transport, Redelivery Or Repatriation Of Repaired Vehicle for 5 year Long Term Package policy for tw",Add on,IRDAN106RP0006V01201819/A0022V01201819,04-09-2018,IRDAN106RP0006V01201819A0022V01201819_GEN2531.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0022V01201819_GEN2531.pdf/609293a2-deab-883b-f586-ebb7caa6af3a?version=1.1&t=1668750565371&download=true
158,Non-Archived,GEN2543,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,"Transport, Redelivery Or Repatriation Of Repaired Vehicle for Bundled Cover for private cars",Add on,IRDAN106RP0010V01201819/A0061V01201819,04-09-2018,IRDAN106RP0010V01201819A0061V01201819_GEN2543.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0061V01201819_GEN2543.pdf/3f1dbb6d-31b3-3489-a560-d3df45a9e8fe?version=1.1&t=1668752574481&download=true
158,Non-Archived,GEN2535,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Effect And Belongings for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0027V01201819,04-09-2018,IRDAN106RP0007V01201819A0027V01201819_GEN2535.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0027V01201819_GEN2535.pdf/64996b73-0470-6938-1faf-e8c6e28f26c0?version=1.1&t=1668752000622&download=true
158,Non-Archived,GEN2541,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Towing And/Or Removal/Storage Of The Insured Vehicle for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0033V01201819,04-09-2018,IRDAN106RP0007V01201819A0033V01201819_GEN2541.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0033V01201819_GEN2541.pdf/6f598f14-604f-b913-648b-e2b6f2db6d2c?version=1.1&t=1668752418409&download=true
158,Non-Archived,GEN2538,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,No Claim Bonus (Ncb) Protection for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0030V01201819,04-09-2018,IRDAN106RP0007V01201819A0030V01201819_GEN2538.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0030V01201819_GEN2538.pdf/f1ef87af-d511-621f-15aa-d063a7e57ddb?version=1.1&t=1668752212072&download=true
158,Non-Archived,GEN2528,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Wreckage/Debris Removal And Transhipment Cost for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0019V01201819,04-09-2018,IRDAN106RP0006V01201819A0019V01201819_GEN2528.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0019V01201819_GEN2528.pdf/9bffe13b-1675-1b0a-1074-69bfb999f77e?version=1.1&t=1668750000586&download=true
158,Non-Archived,GEN2529,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Towing And/Or Removal/Storage Of The Insured Vehicle for 5 year Long Term Package policy for two whe,Add on,IRDAN106RP0006V01201819/A0020V01201819,04-09-2018,IRDAN106RP0006V01201819A0020V01201819_GEN2529.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0020V01201819_GEN2529.pdf/b7f5d904-3af3-e7d7-c798-5b814db469b0?version=1.1&t=1668750427524&download=true
158,Non-Archived,GEN2540,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Wreckage/Debris Removal And Transhipment Cost for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0032V01201819,04-09-2018,IRDAN106RP0007V01201819A0032V01201819_GEN2540.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0032V01201819_GEN2540.pdf/2ff589d2-6fed-50db-779a-2ec9b0a9540d?version=1.1&t=1668752351200&download=true
158,Non-Archived,GEN2542,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Accomodation And Travelling Expenses for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0034V01201819,04-09-2018,IRDAN106RP0007V01201819A0034V01201819_GEN2542.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0034V01201819_GEN2542.pdf/754cbe0c-a458-feb6-a94a-eb8883159056?version=1.1&t=1668752496123&download=true
158,Non-Archived,GEN2545,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Compulsory Personal Accident (Owner-cum-Driver) under Motor Insurance Policies,Main product,IRDAN106RP0065V01201819,12-12-2018,IRDAN106RP0065V01201819_GEN2545.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0065V01201819_GEN2545.pdf/4b0f2297-adc0-3b89-d96d-e92304ba1246?version=1.1&t=1668754022826&download=true
158,Non-Archived,GEN2536,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Medical Expenses for Bundled Cover for two wheelers,Add on,IRDAN106RP0007V01201819/A0028V01201819,04-09-2018,IRDAN106RP0007V01201819A0028V01201819_GEN2536.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819A0028V01201819_GEN2536.pdf/a8e798c5-9d52-d8c0-4e43-57967e4917d9?version=1.1&t=1668752075000&download=true
159,Non-Archived,GEN2550,2018-2019,Kotak Mahindra General Insurance Company Limited,FIRST LOSS BASIS CLAUSE Add-On under Kotak All Risks Secure,Add on,IRDAN152RP0001V01201819/A0005V01201819,01-10-2018,IRDAN152RP0001V01201819-A0005V01201819_GEN2550.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0001V01201819-A0005V01201819_GEN2550.pdf/81b07e0f-55f0-8cf4-7c5e-7e4a2762bb85?version=1.1&t=1668754560814&download=true
159,Non-Archived,GEN2549,2018-2019,Kotak Mahindra General Insurance Company Limited,TERRORISM DAMAGE COVER Add-On under Kotak All Risks Secure,Add on,IRDAN152RP0001V01201819/A0004V01201819,01-10-2018,IRDAN152RP0001V01201819-A0004V01201819_GEN2549.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0001V01201819-A0004V01201819_GEN2549.pdf/df1cfdce-0a52-20d4-8e9a-5948caf8f5e4?version=1.1&t=1668754490650&download=true
159,Non-Archived,GEN2558,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Long Term Two Wheeler Secure,Main Product,IRDAN152RP0008V02201617,23-06-2016,IRDAN152RP0008V02201617_GEN2558.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201617_GEN2558.pdf/fc53f96f-7697-e5ac-79cd-fee05636ddaf?version=1.2&t=1668851247764&download=true
159,Non-Archived,GEN2561,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Misc D),Main product,IRDAN152RP0007V02201516,28-09-2018,IRDAN152RP0007V02201516_GEN2561.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0007V02201516_GEN2561.pdf/a0de3dc0-903a-01e6-9464-273ed97e1c88?version=1.1&t=1668767162071&download=true
159,Non-Archived,GEN2548,2018-2019,Kotak Mahindra General Insurance Company Limited,GEOGRAPHICAL SCOPE Add-On under Kotak All Risks Secure,Add on,IRDAN152RP0001V01201819/A0003V01201819,01-10-2018,IRDAN152RP0001V01201819-A0003V01201819_GEN2548.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0001V01201819-A0003V01201819_GEN2548.pdf/83936b26-d226-5024-899a-397b04f2caf5?version=1.1&t=1668754420177&download=true
159,Non-Archived,GEN2562,2018-2019,Kotak Mahindra General Insurance Company Limited,Depreciation Add-On cover under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0011V02201516,03-12-2015,IRDAN152RP0006V01201516-A0011V02201516_GEN2562.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0011V02201516_GEN2562.pdf/e32e96b0-bace-2b64-4be8-2ba2888c6694?version=1.1&t=1668767274474&download=true
159,Non-Archived,GEN2565,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Long Term Two Wheeler Secure (Liability Only) – 5 years,Main product,IRDAN152RP0007V01201819,30-08-2018,IRDAN152RP0007V01201819_GEN2565.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0007V01201819_GEN2565.pdf/507aaf3e-29ea-5780-dc57-b664b8e0b7c9?version=1.1&t=1668768500680&download=true
159,Non-Archived,GEN2563,2018-2019,Kotak Mahindra General Insurance Company Limited,Consumables Cover Add-On cover under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0012V02201516,03-12-2015,IRDAN152RP0006V01201516-A0012V02201516_GEN2563.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0012V02201516_GEN2563.pdf/67d42dde-23ed-917b-666c-0e9874326f76?version=1.1&t=1668767458497&download=true
159,Non-Archived,GEN2560,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle),Main product,IRDAN152RP0008V02201516,03-12-2015,IRDAN152RP0008V02201516_GEN2560.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516_GEN2560.pdf/d7be179d-afeb-3a4a-bc59-f9aa357c22b0?version=1.1&t=1668767094767&download=true
159,Non-Archived,GEN2564,2018-2019,Kotak Mahindra General Insurance Company Limited,Liability Only (Private Car) – 3 years,Main product,IRDAN152RP0006V01201819,30-08-2018,IRDAN152RP0006V01201819_GEN2564.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201819_GEN2564.pdf/f1f96765-5a5f-b5f9-2a28-578e0328c650?version=1.1&t=1668768436249&download=true
159,Non-Archived,GEN2551,2018-2019,Kotak Mahindra General Insurance Company Limited,Tyre Cover Add-On under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0022V01201819,11-04-2018,IRDAN152RP0006V01201516-A0022V01201819_GEN2551.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0022V01201819_GEN2551.pdf/81aa590b-857e-c457-8cd9-0acde15f91ed?version=1.1&t=1668754622394&download=true
159,Non-Archived,GEN2554,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Car Secure,Main product,IRDAN152RP0006V02201516,28-09-2018,IRDAN152RP0006V02201516_GEN2554.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V02201516_GEN2554.pdf/2f07ac6c-5b94-8992-afa9-cf41e67f3eb7?version=1.1&t=1668767586382&download=true
159,Non-Archived,GEN2559,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Passenger Carrying Vehicle),Main product,IRDAN152RP0009V02201516,03-12-2015,IRDAN152RP0009V02201516_GEN2559.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V02201516_GEN2559.pdf/54b38413-bbcd-1be2-81b4-df9d3091f818?version=1.1&t=1668766937389&download=true
159,Non-Archived,GEN2552,2018-2019,Kotak Mahindra General Insurance Company Limited,Daily Car Allowance Add-on cover under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0023V01201819,11-04-2018,IRDAN152RP0006V01201516-A0023V01201819_GEN2552.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0023V01201819_GEN2552.pdf/385c069f-be86-b831-7a82-a1a39f734da3?version=1.1&t=1668754691736&download=true
159,Non-Archived,GEN2553,2018-2019,Kotak Mahindra General Insurance Company Limited,NCB Protect Add-On under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0024V01201819,11-04-2018,IRDAN152RP0006V01201516-A0024V01201819_GEN2553.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0024V01201819_GEN2553.pdf/2fb56d3e-26cd-2ded-4ede-a44cd7381e5f?version=1.1&t=1668754756386&download=true
159,Non-Archived,GEN2547,2018-2019,Kotak Mahindra General Insurance Company Limited,MECHANICAL OR ELECTRICAL DERANGEMENTBREAKDOWN Add-On under Kotak All Risks Secure,Add on,IRDAN152RP0001V01201819/A0002V01201819,01-10-2018,IRDAN152RP0001V01201819-A0002V01201819_GEN2547.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0001V01201819-A0002V01201819_GEN2547.pdf/e8ed3efe-4632-e2db-140b-3c0b891ea7f8?version=1.1&t=1668754343870&download=true
159,Non-Archived,GEN2546,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak All Risks Secure,Main product,IRDAN152RP0001V01201819,01-10-2018,IRDAN152RP0001V01201819_GEN2546.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0001V01201819_GEN2546.pdf/89f404ba-ac25-2369-c1f0-cf8b3f371cd6?version=1.1&t=1668754260788&download=true
159,Non-Archived,GEN2556,2018-2019,Kotak Mahindra General Insurance Company Limited,Return to Invoice Add-On cover under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0014V02201516,03-12-2015,IRDAN152RP0006V01201516-A0014V02201516_GEN2556.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0014V02201516_GEN2556.pdf/72a93f02-233a-7618-8941-6ed70a354364?version=1.1&t=1668766086853&download=true
159,Non-Archived,GEN2557,2018-2019,Kotak Mahindra General Insurance Company Limited,Road Side Assistance  Add-On cover under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0015V02201516,03-12-2015,IRDAN152RP0006V01201516-A0015V02201516_GEN2557.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0015V02201516_GEN2557.pdf/274996ee-9aff-0072-f8a2-f60306e4b526?version=1.1&t=1668766156182&download=true
159,Non-Archived,GEN2555,2018-2019,Kotak Mahindra General Insurance Company Limited,Engine Protect Add-On cover under Kotak Car Secure,Add on,IRDAN152RP0006V01201516/A0013V02201516,03-12-2015,IRDAN152RP0006V01201516-A0013V02201516_GEN2555.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V01201516-A0013V02201516_GEN2555.pdf/792d9793-9f5a-0d5d-3a2c-892f71156f21?version=1.1&t=1668766022164&download=true
160,Non-Archived,GEN2584,2018-2019,Kotak Mahindra General Insurance Company Limited,Return to Invoice Add On cover Under Kotak Long Term Two Wheeler,Add on,IRDAN152RP0008V02201617/A0029V01201819,10-09-2018,IRDAN152RP0008V02201617-A0029V01201819_GEN2584.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201617-A0029V01201819_GEN2584.pdf/ef957d03-fc5a-829f-3eeb-c7e74e3e3905?version=1.1&t=1668770984519&download=true
160,Non-Archived,GEN2569,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Long Term Two Wheeler Secure – Bundled,Main product,IRDAN152RP0011V01201819,30-08-2018,IRDAN152RP0011V01201819_GEN2569.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201819_GEN2569.pdf/20272065-ff56-91dc-f0a6-cf53e18e93b1?version=1.1&t=1668768920542&download=true
160,Non-Archived,GEN2583,2018-2019,Kotak Mahindra General Insurance Company Limited,Engine Protect Add On cover Under Kotak Long Term Two Wheeler,Add on,IRDAN152RP0008V02201617/A0028V01201819,10-09-2018,IRDAN152RP0008V02201617-A0028V01201819_GEN2583.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201617-A0028V01201819_GEN2583.pdf/2f2dd269-cf2b-4873-e9cb-0052e43cd036?version=1.1&t=1668770922981&download=true
160,Non-Archived,GEN2580,2018-2019,Kotak Mahindra General Insurance Company Limited,Loss of Personal Belongings Add On cover Under Kotak Car Secure,Add on,IRDAN152RP0006V02201516/A0025V01201819,10-09-2018,IRDAN152RP0006V02201516-A0025V01201819_GEN2580.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V02201516-A0025V01201819_GEN2580.pdf/02f69cee-62c1-8251-3506-600d31e5ad84?version=1.1&t=1668770691253&download=true
160,Non-Archived,GEN2568,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Car Secure – Bundled,Main product,IRDAN152RP0010V01201819,30-08-2018,IRDAN152RP0010V01201819_GEN2568.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0010V01201819_GEN2568.pdf/0d312d28-8365-250f-c495-4b55ba0fe544?version=1.1&t=1668768864398&download=true
160,Non-Archived,GEN2576,2018-2019,Kotak Mahindra General Insurance Company Limited,Add-on Covers to Kotak Car Secure - Consumables Cover (Bundled),Add on,IRDAN152RP0010V01201819/A0018V01201819,10-09-2018,IRDAN152RP0010V01201819-A0018V01201819_GEN2576.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0010V01201819-A0018V01201819_GEN2576.pdf/a68642dc-16d8-f752-be8f-a86e6f9882b1?version=1.1&t=1668770269421&download=true
160,Non-Archived,GEN2585,2018-2019,Kotak Mahindra General Insurance Company Limited,Garage Cash Add On cover Under Kotak Long Term Two Wheeler,Add on,IRDAN152RP0008V02201617/A0030V01201819,10-09-2018,IRDAN152RP0008V02201617-A0030V01201819_GEN2585.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201617-A0030V01201819_GEN2585.pdf/37f9fd93-3d41-2f28-26e5-a131cf0a1b93?version=1.1&t=1668772798180&download=true
160,Non-Archived,GEN2567,2018-2019,Kotak Mahindra General Insurance Company Limited,Kotak Long Term Two Wheeler Secure – 5 Years,Main product,IRDAN152RP0009V01201819,30-08-2018,IRDAN152RP0009V01201819_GEN2567.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V01201819_GEN2567.pdf/bbb48960-557f-001f-9ebf-d1b616b66e89?version=1.1&t=1668768671853&download=true
