Page Number,Archive / Non Archive,S.no,Financial Year,Name of the Insurer,Product Name,Type Of Product,UIN,Date of Approval,Documents,document_link
206,Non-Archived,GEN1111,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Clinical Trials Policy,,ITG-LI-P16-18-V01-16-17,30-06-2016,67_GEN1111.pdf,https://irdai.gov.in/documents/37343/993134/67_GEN1111.pdf/c012688f-2e31-a675-6f76-6665df1ab2a8?version=1.1&t=1668765662170&download=true
206,Non-Archived,GEN1114,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Pradhan Mantri Fasal Bima Yojana (PMFBY),,IRDAN106P0001V01201617,29-09-2016,70.zip_GEN1114.zip3 MB,https://irdai.gov.in/documents/37343/993134/70.zip_GEN1114.zip/9ba7df5c-fae8-5cd6-200d-8b8174d80df0?version=1.1&t=1668766038892&download=true
206,Non-Archived,GEN1124,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Long Term Two Wheeler Secure,,IRDAN152P0008V01201617,31-10-2016,80_GEN1124.pdf,https://irdai.gov.in/documents/37343/993134/80_GEN1124.pdf/96ee49d9-7dfd-6cf3-65e4-83cf52b2a014?version=1.1&t=1668767277228&download=true
206,Non-Archived,GEN1130,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - Daily Allowance Benefit,,IRDAN150A0005V01201617,01-11-2016,83-88_GEN1130.pdf,https://irdai.gov.in/documents/37343/993134/83-88_GEN1130.pdf/9137f971-bbfc-3864-0ba6-0bec80d61457?version=1.1&t=1668767806983&download=true
206,Non-Archived,GEN1128,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - Roadside Assistance Cover,,IRDAN150A0003V01201617,01-11-2016,83-88_GEN1128.pdf,https://irdai.gov.in/documents/37343/993134/83-88_GEN1128.pdf/e849e88d-14ab-0257-040e-f051e3ac0e2f?version=1.1&t=1668767610121&download=true
206,Non-Archived,GEN1127,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - GAP Value cover,,IRDAN150A0002V01201617,01-11-2016,83-88_GEN1127.pdf,https://irdai.gov.in/documents/37343/993134/83-88_GEN1127.pdf/2fcfc773-381a-52c9-764c-c01504b5eaf7?version=1.1&t=1668767534087&download=true
206,Non-Archived,GEN1126,2016-2017,Liberty Videocon General Insurance Company Limited,Liberty safe Container Insurance,,IRDAN150P0001V01201617,07-10-2016,82_GEN1126.pdf,https://irdai.gov.in/documents/37343/993134/82_GEN1126.pdf/2f4e9758-4daf-4dd5-bd2d-113abb0ffa47?version=1.1&t=1668767445574&download=true
206,Non-Archived,GEN1117,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-RETURN TO INVOICE,,IRDAN152A0004V01201617,18-10-2016,73-77_GEN1117.pdf,https://irdai.gov.in/documents/37343/993134/73-77_GEN1117.pdf/b0ebd647-5d16-1f37-9170-da2514dd71c8?version=1.1&t=1668766437870&download=true
206,Non-Archived,GEN1122,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Fire Secure,,IRDAN152P0009V01201617,31-10-2016,78_GEN1122.pdf,https://irdai.gov.in/documents/37343/993134/78_GEN1122.pdf/02f54a3f-c8f5-f8b3-d5d3-fc722f97a7b0?version=1.1&t=1668767083477&download=true
206,Non-Archived,GEN1120,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-Depreciation Cover,,IRDAN152A0002V01201617,18-10-2016,73-77_GEN1120.pdf,https://irdai.gov.in/documents/37343/993134/73-77_GEN1120.pdf/c55300c5-e144-fbef-517c-0a27674b6d42?version=1.1&t=1668766745454&download=true
206,Non-Archived,GEN1115,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Unified Package Insurance Scheme (UPIS),,IRDAN106P0002V01201617,24-10-2016,71_GEN1115.pdf,https://irdai.gov.in/documents/37343/993134/71_GEN1115.pdf/56139600-24e5-2529-0d03-a71b186f53cf?version=1.1&t=1668766246096&download=true
206,Non-Archived,GEN1112,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Long Term Standard Motor Package Policy for Two Wheelers,,ITG-MO-P16-39-V01-16-17,07-07-2016,68_GEN1112.pdf,https://irdai.gov.in/documents/37343/993134/68_GEN1112.pdf/5ceb8274-1127-7d88-7cea-6c13cd6ab29e?version=1.1&t=1668765727367&download=true
206,Non-Archived,GEN1125,2016-2017,Kotak Mahindra General Insurance Co. Ltd,Kotak Home Secure,,IRDAN152P0010V01201617,27-03-2017,81..Kotak Home secure Policy Wording1.zip_GEN1125.zip1.1 MB,https://irdai.gov.in/documents/37343/993134/81..Kotak+Home+secure+Policy+Wording1.zip_GEN1125.zip/64c0af99-f653-1ecd-8023-8c83472d0a2a?version=1.1&t=1668767358385&download=true
206,Non-Archived,GEN1116,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure,,IRDAN152P0001V01201617,04-07-2016,72_GEN1116.pdf,https://irdai.gov.in/documents/37343/993134/72_GEN1116.pdf/95184a50-1294-8e8d-2b13-1a9ddc53b940?version=1.1&t=1668766318565&download=true
206,Non-Archived,GEN1118,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-ENGINE PROTECT,,IRDAN152A0005V01201617,18-10-2016,73-77_GEN1118.pdf,https://irdai.gov.in/documents/37343/993134/73-77_GEN1118.pdf/d77603b3-1a56-4525-7f28-01d8251f8ffc?version=1.1&t=1668766517806&download=true
206,Non-Archived,GEN1119,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-CONSUMABLE COVER,,IRDAN152A0006V01201617,18-10-2016,73-77_GEN1119.pdf,https://irdai.gov.in/documents/37343/993134/73-77_GEN1119.pdf/9d4295f3-cc79-db3b-0a78-970f8b2716c4?version=1.1&t=1668766585315&download=true
206,Non-Archived,GEN1121,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-Road Side assistance (applicable only for Private Vehicle),,IRDAN152A0003V01201617,18-10-2016,73-77_GEN1121.pdf,https://irdai.gov.in/documents/37343/993134/73-77_GEN1121.pdf/a821a3c5-eb4c-a50a-416e-2a1e533aab9d?version=1.1&t=1668767011416&download=true
206,Non-Archived,GEN1123,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Burglary Secure,,IRDAN152P0007V01201617,31-10-2016,79_GEN1123.pdf,https://irdai.gov.in/documents/37343/993134/79_GEN1123.pdf/7f13513a-4987-7b7d-c419-212bb22462f3?version=1.1&t=1668767203107&download=true
207,Non-Archived,GEN1148,2016-2017,Liberty Videocon General Insurance Co. Ltd,Additional Customs Duty-Add on cover under Industrial All Risk Insurance,,IRDAN150A0029V01201617,03-01-2017,104. ADDITIONAL CUSTOMS DUTY_GEN1148.pdf,https://irdai.gov.in/documents/37343/993134/104.+ADDITIONAL+CUSTOMS+DUTY_GEN1148.pdf/97d5e19b-942c-2537-af21-c263ced1d18b?version=1.1&t=1668769614789&download=true
207,Non-Archived,GEN1146,2016-2017,Liberty Videocon General Insurance Co. Ltd,Immediate Repairs-Add on cover under Industrial All Risk Insurance,,IRDAN150A0027V01201617,03-01-2017,102.. IMMEDIATE REPAIRS_GEN1146.pdf,https://irdai.gov.in/documents/37343/993134/102..+IMMEDIATE+REPAIRS_GEN1146.pdf/aa3ce64a-d61e-340c-11dd-e2947bd542cd?version=1.1&t=1668769452056&download=true
207,Non-Archived,GEN1150,2016-2017,Liberty Videocon General Insurance Co. Ltd,Errors and Omissions-Add on cover under Industrial All Risk Insurance,,IRDAN150A0031V01201617,03-01-2017,106. ERRORS AND OMISSIONS AND MISDESCRIPTION CLAUSE_GEN1150.pdf,https://irdai.gov.in/documents/37343/993134/106.+ERRORS+AND+OMISSIONS+AND+MISDESCRIPTION+CLAUSE_GEN1150.pdf/1cf0718d-35c7-b36b-9f5a-15ff31f37916?version=1.1&t=1668769820856&download=true
207,Non-Archived,GEN1133,2016-2017,Liberty Videocon General Insurance Co. Ltd,Involuntary Betterment-Add on cover under Industrial All Risk Insurance,,IRDAN150A0014V01201617,03-01-2017,89. INVOLUNTARY BETTERMENT_GEN1133.pdf,https://irdai.gov.in/documents/37343/993134/89.+INVOLUNTARY+BETTERMENT_GEN1133.pdf/30a6c961-9a69-5cf6-1e58-29c2e0ae5e03?version=1.1&t=1668768070426&download=true
207,Non-Archived,GEN1141,2016-2017,Liberty Videocon General Insurance Co. Ltd,Startup / Shutdown costs-Add on cover under Industrial All Risk Insurance,,IRDAN150A0022V01201617,03-01-2017,97. START-UP or SHUT-DOWN COST_GEN1141.pdf,https://irdai.gov.in/documents/37343/993134/97.+START-UP+or+SHUT-DOWN+COST_GEN1141.pdf/9f9fe9f4-cbdc-a6a5-dc1c-d334cb4a1589?version=1.1&t=1668768983708&download=true
207,Non-Archived,GEN1145,2016-2017,Liberty Videocon General Insurance Co. Ltd,Obsolete Parts-Add on cover under Industrial All Risk Insurance,,IRDAN150A0026V01201617,03-01-2017,101.OBSOLETE PARTS_GEN1145.pdf,https://irdai.gov.in/documents/37343/993134/101.OBSOLETE+PARTS_GEN1145.pdf/0354356e-7e07-5992-228b-b25a30088325?version=1.1&t=1668769362835&download=true
207,Non-Archived,GEN1144,2016-2017,Liberty Videocon General Insurance Co. Ltd,Additional increase cost of working-Add on cover under Industrial All Risk Insurance,,IRDAN150A0025V01201617,03-01-2017,100. ADDITIONAL  INCREASE  COST  OF  WORKING_GEN1144.pdf,https://irdai.gov.in/documents/37343/993134/100.+ADDITIONAL++INCREASE++COST++OF++WORKING_GEN1144.pdf/98d1d9f7-89c7-d850-bc45-c861d92f232f?version=1.1&t=1668769286581&download=true
207,Non-Archived,GEN1149,2016-2017,Liberty Videocon General Insurance Co. Ltd,Sue and labor charges-Add on cover under Industrial All Risk Insurance,,IRDAN150A0030V01201617,03-01-2017,105. SUE AND LABOUR CHARGES_GEN1149.pdf,https://irdai.gov.in/documents/37343/993134/105.+SUE+AND+LABOUR+CHARGES_GEN1149.pdf/a3092a19-c932-08a7-ddd7-36e2d83a0aaf?version=1.1&t=1668769742464&download=true
207,Non-Archived,GEN1142,2016-2017,Liberty Videocon General Insurance Co. Ltd,Accidental Damage-Add on cover under Industrial All Risk Insurance,,IRDAN150A0023V01201617,03-01-2017,98. ACCIDENTAL DAMAGE COVER_GEN1142.pdf,https://irdai.gov.in/documents/37343/993134/98.+ACCIDENTAL+DAMAGE+COVER_GEN1142.pdf/0660343e-eeb6-c7ab-dfed-12ce83207fe3?version=1.1&t=1668769072090&download=true
207,Non-Archived,GEN1147,2016-2017,Liberty Videocon General Insurance Co. Ltd,Minor Works-Add on cover under Industrial All Risk Insurance,,IRDAN150A0028V01201617,03-01-2017,103. MINOR WORKS_GEN1147.pdf,https://irdai.gov.in/documents/37343/993134/103.+MINOR+WORKS_GEN1147.pdf/6c750eab-7249-2283-a330-493a44867045?version=1.1&t=1668769530255&download=true
207,Non-Archived,GEN1134,2016-2017,Liberty Videocon General Insurance Co. Ltd,Temporary Repairs -Add on cover under Industrial All Risk Insurance,,IRDAN150A0015V01201617,03-01-2017,90. TEMPORARY REPAIRS_GEN1134.pdf,https://irdai.gov.in/documents/37343/993134/90.+TEMPORARY+REPAIRS_GEN1134.pdf/b84beed2-ad0b-7fc2-0ac5-a0b343294a88?version=1.1&t=1668768296354&download=true
207,Non-Archived,GEN1136,2016-2017,Liberty Videocon General Insurance Co. Ltd,Contract Work-Add on cover under Industrial All Risk Insurance,,IRDAN150A0017V01201617,03-01-2017,92. CONTRACT  WORKS_GEN1136.pdf,https://irdai.gov.in/documents/37343/993134/92.+CONTRACT++WORKS_GEN1136.pdf/249b96e0-f6ea-28ca-a14d-8bf951011060?version=1.1&t=1668768470220&download=true
207,Non-Archived,GEN1137,2016-2017,Liberty Videocon General Insurance Co. Ltd,Claims Preparation Cost-Add on cover under Industrial All Risk Insurance,,IRDAN150A0018V01201617,03-01-2017,93. CLAIM PREPARATION  COSTS_GEN1137.pdf,https://irdai.gov.in/documents/37343/993134/93.+CLAIM+PREPARATION++COSTS_GEN1137.pdf/189a3e0e-3a41-6e6b-92aa-d333ceb6b180?version=1.1&t=1668768544224&download=true
207,Non-Archived,GEN1131,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - EMI Protection,,IRDAN150A0006V01201617,01-11-2016,83-88_GEN1131.pdf,https://irdai.gov.in/documents/37343/993134/83-88_GEN1131.pdf/12bfbee9-e800-2ed9-1c8e-10093f749a90?version=1.1&t=1668767881355&download=true
207,Non-Archived,GEN1132,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - Additional Towing Expenses Reimbursement,,IRDAN150A0007V01201617,01-11-2016,83-88_GEN1132.pdf,https://irdai.gov.in/documents/37343/993134/83-88_GEN1132.pdf/e7f2e047-ddca-ba67-9643-9d62fb1d5e9c?version=1.1&t=1668767982802&download=true
207,Non-Archived,GEN1143,2016-2017,Liberty Videocon General Insurance Co. Ltd,New Location-Add on cover under Industrial All Risk Insurance,,IRDAN150A0024V01201617,03-01-2017,99. NEW LOCATION COVER_GEN1143.pdf,https://irdai.gov.in/documents/37343/993134/99.+NEW+LOCATION+COVER_GEN1143.pdf/f980a84e-0411-c3ab-2436-bac098a8119f?version=1.1&t=1668769154030&download=true
207,Non-Archived,GEN1138,2016-2017,Liberty Videocon General Insurance Co. Ltd,Capital Additions-Add on cover under Industrial All Risk Insurance,,IRDAN150A0019V01201617,03-01-2017,94. CAPITAL ADDITIONS - NEWLY ACQUIRED PROPERTY - INTEREST_GEN1138.pdf,https://irdai.gov.in/documents/37343/993134/94.+CAPITAL+ADDITIONS+-+NEWLY+ACQUIRED+PROPERTY+-+INTEREST_GEN1138.pdf/a9196536-8830-d79c-3e42-e70eed59757a?version=1.1&t=1668768628628&download=true
207,Non-Archived,GEN1135,2016-2017,Liberty Videocon General Insurance Co. Ltd,Non-invalidation clause-Add on cover under Industrial All Risk Insurance,,IRDAN150A0016V01201617,03-01-2017,91...NON-INVALIDATION CLAUSE_GEN1135.pdf,https://irdai.gov.in/documents/37343/993134/91...NON-INVALIDATION+CLAUSE_GEN1135.pdf/1d09881f-49cf-02a9-267d-778513fb12cb?version=1.1&t=1668768401825&download=true
207,Non-Archived,GEN1140,2016-2017,Liberty Videocon General Insurance Co. Ltd,Expediting Costs-Add on cover under Industrial All Risk Insurance,,IRDAN150A0021V01201617,03-01-2017,96. EXPEDITING COSTS_GEN1140.pdf,https://irdai.gov.in/documents/37343/993134/96.+EXPEDITING+COSTS_GEN1140.pdf/8ed5204c-017c-b922-a324-8b2872b25d8a?version=1.1&t=1668768867068&download=true
207,Non-Archived,GEN1139,2016-2017,Liberty Videocon General Insurance Co. Ltd,Brand / trademarks-Add on cover under Industrial All Risk Insurance,,IRDAN150A0020V01201617,03-01-2017,95.BRAND  -  TRADEMARKS_GEN1139.pdf,https://irdai.gov.in/documents/37343/993134/95.BRAND++-++TRADEMARKS_GEN1139.pdf/c2eb2d71-c0df-b6a3-36cf-0a81a3b00f1c?version=1.1&t=1668768755482&download=true
208,Non-Archived,GEN949,2015-2016,Bajaj Allianz General insurance Company Limited,Weather Index Plus cover Addon to Weather protect Insurance policy,,BAL-WE-A00-00-30-V01-15-16,06-01-2016,7_GEN949.pdf,https://irdai.gov.in/documents/37343/993134/7_GEN949.pdf/40e0ff62-1ed0-1d3d-5e82-83f3a7c3bc0c?version=1.1&t=1668247947748&download=true
208,Non-Archived,GEN943,2015-2016,Bajaj Allianz General insurance Company Limited,Extended Warranty - Revision,,BAL-OT-P15-04-V02-15-16,26-05-2015,1_GEN943.pdf,https://irdai.gov.in/documents/37343/993134/1_GEN943.pdf/19f69397-4335-9f4c-839e-8f297e4dfae2?version=1.1&t=1668246894764&download=true
208,Non-Archived,GEN947,2015-2016,Bajaj Allianz General insurance Company Limited,Long Term Two Wheeler Package Policy,,BAL-MO-P16-65-V01-15-16,24-02-2016,5_GEN947.pdf,https://irdai.gov.in/documents/37343/993134/5_GEN947.pdf/b69aff9c-672a-08f6-3033-1bea87080815?version=1.1&t=1668247696345&download=true
208,Non-Archived,GEN953,2015-2016,Bharti Axa General Insurance Company limited,Motor Trade Internal Risk,,BXA-MO-P16-36-V01-15-16,18-09-2015,11_GEN953.pdf,https://irdai.gov.in/documents/37343/993134/11_GEN953.pdf/53520cf4-974a-72b3-4569-6962d09eedf4?version=1.1&t=1668248425093&download=true
208,Non-Archived,GEN945,2015-2016,Bajaj Allianz General insurance Company Limited,Commercial Crime Insurance Policy,,BAL-LI-P15-16-V01-15-16,17-06-2015,3_GEN945.pdf,https://irdai.gov.in/documents/37343/993134/3_GEN945.pdf/f250f7d2-0d9b-9ff6-c12c-d0193e3c35f7?version=1.1&t=1668247241110&download=true
208,Non-Archived,GEN946,2015-2016,Bajaj Allianz General insurance Company Limited,Bajaj Allianz KVB Suraksha Plus,,BAL-OT-P16-62-V01-15-16,06-01-2016,4_GEN946.pdf,https://irdai.gov.in/documents/37343/993134/4_GEN946.pdf/0297b622-f3a5-2cdd-8b9b-e854d0f27a4d?version=1.1&t=1668247378821&download=true
208,Non-Archived,GEN959,2015-2016,Cholamandalam MS General Insurance Company Limited,GcCV package - Full Depreciation Waiver Cover,,CHM-MO-A00-00-33-V01-15-16,28-01-2016,15-16-17_GEN959.pdf,https://irdai.gov.in/documents/37343/993134/15-16-17_GEN959.pdf/b3c1d3d3-1966-6d10-0e81-62a4f8ba08c8?version=1.1&t=1668249205922&download=true
208,Non-Archived,GEN948,2015-2016,Bajaj Allianz General insurance Company Limited,Poultry Insurance,,BAL-OT-P16-67-V01-15-16,28-03-2016,6_GEN948.pdf,https://irdai.gov.in/documents/37343/993134/6_GEN948.pdf/fbedb932-dd3e-55ab-babc-131465448add?version=1.1&t=1668247831218&download=true
208,Non-Archived,GEN944,2015-2016,Bajaj Allianz General insurance Company Limited,Cyber Protect,,BAL-LI-P15-11-V01-15-16,15-06-2015,2.zip_GEN944.zip367 KB,https://irdai.gov.in/documents/37343/993134/2.zip_GEN944.zip/26630a6d-875a-dffb-4ff8-59fffeccdbd8?version=1.1&t=1668247068393&download=true
208,Non-Archived,GEN955,2015-2016,Bharti Axa General Insurance Company limited,Motor Trade Road Transit Risks,,BXA-MO-P16-38-V01-15-16,18-09-2015,13_GEN955.pdf,https://irdai.gov.in/documents/37343/993134/13_GEN955.pdf/011e45e8-a19b-4035-c048-cfc0607e0233?version=1.1&t=1668248720218&download=true
208,Non-Archived,GEN950,2015-2016,Bajaj Allianz General insurance Company Limited,Two Wheeler Package Policy add on cover – 24X7 Spot Assistance,,BAL-MO-A00-00-34-V01-15-16,30-03-2016,8_GEN950.pdf,https://irdai.gov.in/documents/37343/993134/8_GEN950.pdf/50519e5b-5bfd-bbdd-c612-0b9f8e524892?version=1.1&t=1668248061460&download=true
208,Non-Archived,GEN952,2015-2016,Bharti Axa General Insurance Company limited,Weather Insurance Policy,,BXA-WE-P16-30-V01-15-16,24-07-2015,10_GEN952.pdf,https://irdai.gov.in/documents/37343/993134/10_GEN952.pdf/13ef6ef7-27f9-1c8d-69bc-e12f3a84c002?version=1.1&t=1668248336035&download=true
208,Non-Archived,GEN960,2015-2016,ECGC Limited,Buyers Credit Cover - Revision,,ECG-CR-P16-58-V02-15-16,23-12-2015,18_GEN960.pdf,https://irdai.gov.in/documents/37343/993134/18_GEN960.pdf/f898ff06-61f0-2947-22bd-fd9215f86fd1?version=1.1&t=1668249316611&download=true
208,Non-Archived,GEN954,2015-2016,Bharti Axa General Insurance Company limited,Motor Trade Road Risk,,BXA-MO-P16-37-V01-15-16,18-09-2015,12_GEN954.pdf,https://irdai.gov.in/documents/37343/993134/12_GEN954.pdf/63235c59-85bc-3d21-4fcc-507189f2ff51?version=1.1&t=1668248598270&download=true
208,Non-Archived,GEN957,2015-2016,Cholamandalam MS General Insurance Company Limited,GcCV package - New Vehicle Replacement Cover,,CHM-MO-A00-00-31-V01-15-16,28-01-2016,15-16-17_GEN957.pdf,https://irdai.gov.in/documents/37343/993134/15-16-17_GEN957.pdf/4941182e-9cdc-12b9-8c8a-b06a47fe401c?version=1.1&t=1668248956237&download=true
208,Non-Archived,GEN956,2015-2016,Cholamandalam MS General Insurance Company Limited,Add on cover for coverage of land value / undivided share of land value of residential building (under SFSP policy),,CHM-FI-A00-00-29-V01-15-16,23-12-2015,14_GEN956.pdf,https://irdai.gov.in/documents/37343/993134/14_GEN956.pdf/0423d2f9-72ff-b3f6-63cd-da27973806c1?version=1.1&t=1668248860708&download=true
208,Non-Archived,GEN951,2015-2016,Bharti Axa General Insurance Company limited,Crop Insurance- yeild based MNAIS,,BXA-AG-P16-29-V01-15-16,24-07-2015,9_GEN951.pdf,https://irdai.gov.in/documents/37343/993134/9_GEN951.pdf/c8803b3c-8dc9-9a59-2b5f-65b566c241b6?version=1.1&t=1668248230352&download=true
208,Non-Archived,GEN962,2015-2016,ECGC Limited,Small Exporters Policy,,ECG-CR-P16-68-V02-15-16,31-03-2016,20_GEN962.pdf,https://irdai.gov.in/documents/37343/993134/20_GEN962.pdf/d87de261-d8d6-8fff-a37a-933467a72ac5?version=1.1&t=1668249581894&download=true
208,Non-Archived,GEN961,2015-2016,ECGC Limited,Export Turnover Policy -Revision,,ECG-CR-P15-59-V02-15-16,23-12-2015,19.zip_GEN961.zip5 MB,https://irdai.gov.in/documents/37343/993134/19.zip_GEN961.zip/e3ed8ab4-8483-af7f-a165-8ec28b5378ff?version=1.1&t=1668249490054&download=true
208,Non-Archived,GEN958,2015-2016,Cholamandalam MS General Insurance Company Limited,GcCV package - Loss of Income Cover,,CHM-MO-A00-00-32-V01-15-16,28-01-2016,15-16-17_GEN958.pdf,https://irdai.gov.in/documents/37343/993134/15-16-17_GEN958.pdf/68fce3e0-ae29-ebb6-e6f4-c3f40b971036?version=1.1&t=1668249052512&download=true
209,Non-Archived,GEN999,2015-2016,Liberty Videocon General Insurance Company Ltd.,Gap Value cover - Multi year option under TW,,LVG-MO-A00-00-16-V01-15-16,10-11-2015,57-58-59_GEN999.pdf,https://irdai.gov.in/documents/37343/993134/57-58-59_GEN999.pdf/33098427-3d74-b96c-88e7-8b1cdba90cc5?version=1.1&t=1668589313014&download=true
209,Non-Archived,GEN1008,2015-2016,National Insurance Company Limited,NCB Protect - Two Wheelers Package Policy,,NIC-MO-A00-00-10-V01-15-16,25-06-2015,66_GEN1008.pdf,https://irdai.gov.in/documents/37343/993134/66_GEN1008.pdf/45eca263-b7bd-2e9d-2f6f-776cbffee6bc?version=1.1&t=1668590387042&download=true
209,Non-Archived,GEN993,2015-2016,L& T General Insurance Company limited,My Asset Two Wheeler Package Insurance,,LNT-MO-A00-00-08-V01-15-16,23-06-2015,51_GEN993.pdf,https://irdai.gov.in/documents/37343/993134/51_GEN993.pdf/522af06e-c0e5-fd05-eaf5-04047bedf7f3?version=1.1&t=1668254767813&download=true
209,Non-Archived,GEN991,2015-2016,L& T General Insurance Company limited,My Jeevika Commercial and Miscellaneous & Special Types of Vehciles package Policy,,LNT-MO-P16-64-V02-15-16,12-02-2016,49_GEN991.pdf,https://irdai.gov.in/documents/37343/993134/49_GEN991.pdf/56eccc09-3dee-e17d-dd68-0f9091cabf5c?version=1.1&t=1668254564678&download=true
209,Non-Archived,GEN1004,2015-2016,National Insurance Company Limited,Engine Protect - Private Car Package Policy,,NIC-MO-A00-00-05-V01-15-16,25-06-2015,62_GEN1004.pdf,https://irdai.gov.in/documents/37343/993134/62_GEN1004.pdf/8559d4ed-d872-fd41-6476-b9921ce34e97?version=1.1&t=1668589885840&download=true
209,Non-Archived,GEN1007,2015-2016,National Insurance Company Limited,NCB Protect - Commercial Vehicles Package Policy,,NIC-MO-A00-00-09-V01-15-16,25-06-2015,65_GEN1007.pdf,https://irdai.gov.in/documents/37343/993134/65_GEN1007.pdf/664a6378-3163-df46-44d0-67b626db6287?version=1.1&t=1668590248734&download=true
209,Non-Archived,GEN1005,2015-2016,National Insurance Company Limited,Engine Protect - Two Wheerler Package Policy,,NIC-MO-A00-00-06-V01-15-16,25-06-2015,63_GEN1005.pdf,https://irdai.gov.in/documents/37343/993134/63_GEN1005.pdf/0a913ca9-3348-cd7e-d46d-a64bdac1b021?version=1.1&t=1668590023990&download=true
209,Non-Archived,GEN1006,2015-2016,National Insurance Company Limited,Engine Protect - Commercial Vehicle Package Policy,,NIC-MO-A00-00-07-V01-15-16,25-06-2015,64_GEN1006.pdf,https://irdai.gov.in/documents/37343/993134/64_GEN1006.pdf/d3dd5c40-a344-46ef-51eb-b0021c659b8a?version=1.1&t=1668590145794&download=true
209,Non-Archived,GEN1002,2015-2016,National Insurance Company Limited,Long Term Two Wheeler Package Policy,,NIC-MO-P16-31-V01-15-16,05-08-2015,60_GEN1002.pdf,https://irdai.gov.in/documents/37343/993134/60_GEN1002.pdf/9c6da7ac-5429-0d20-8fd1-98cd056fe5f2?version=1.1&t=1668589676198&download=true
209,Non-Archived,GEN1003,2015-2016,National Insurance Company Limited,No Claim Bonus Protect - Private Car Package Policy,,NIC-MO-A00-00-04-V01-15-16,25-06-2015,61_GEN1003.pdf,https://irdai.gov.in/documents/37343/993134/61_GEN1003.pdf/04d2a4e3-6f19-8bba-dc8b-39e78d535249?version=1.1&t=1668589791132&download=true
209,Non-Archived,GEN1009,2015-2016,National Insurance Company Limited,Invoice Protect (Add-on to Commercial Vehicles Package Policy),,NIC-MO-A00-00-15-V01-15-16,10-11-2015,67_GEN1009.pdf,https://irdai.gov.in/documents/37343/993134/67_GEN1009.pdf/c89ab005-673c-716d-7def-9498e7cac2e3?version=1.1&t=1668591870162&download=true
209,Non-Archived,GEN990,2015-2016,L& T General Insurance Company limited,Farmer's Package Policy,,LNT-OT-P16-43-V01-15-16,09-10-2015,48_GEN990.pdf,https://irdai.gov.in/documents/37343/993134/48_GEN990.pdf/49926de1-f312-b148-451f-b4d258b16991?version=1.1&t=1668254452095&download=true
209,Non-Archived,GEN995,2015-2016,Liberty Videocon General Insurance Company Ltd.,Home Connect,,LVG-OT-P16-75-V01-15-16,31-03-2016,53_GEN995.pdf,https://irdai.gov.in/documents/37343/993134/53_GEN995.pdf/15d9e886-72ce-61bc-b30c-5f8d30215634?version=1.1&t=1668588206170&download=true
209,Non-Archived,GEN996,2015-2016,Liberty Videocon General Insurance Company Ltd.,Two Wheeler Package Policy-Add on GAP Value cover,,LVG-MO-A00-00-12-V01-15-16,24-09-2015,54-55-56_GEN996.pdf,https://irdai.gov.in/documents/37343/993134/54-55-56_GEN996.pdf/2528c066-6e58-e487-152e-0be086cc8f8f?version=1.1&t=1668588965624&download=true
209,Non-Archived,GEN998,2015-2016,Liberty Videocon General Insurance Company Ltd.,Two Wheeler Package Policy-Add on - Engine Safe),,LVG-MO-A00-00-14-V01-15-16,24-09-2015,54-55-56_GEN998.pdf,https://irdai.gov.in/documents/37343/993134/54-55-56_GEN998.pdf/7d9908a8-811f-d7f8-f71a-0547a2bf1a7b?version=1.1&t=1668589188916&download=true
209,Non-Archived,GEN997,2015-2016,Liberty Videocon General Insurance Company Ltd.,Two Wheeler Package Policy-Add on - Roadside Assistance,,LVG-MO-A00-00-13-V01-15-16,24-09-2015,54-55-56_GEN997.pdf,https://irdai.gov.in/documents/37343/993134/54-55-56_GEN997.pdf/83b55f5e-7eb4-75a0-c9bb-735e0920fb18?version=1.1&t=1668589076054&download=true
