Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,Product Name,UIN,Type Of Product,Date Of Launch/Effecting Modification,Date Of Closing / Withdrawal,Protection/ Savings/ Retirement,Par/Non-par,Individual/Group,Remarks,Download,document_link
66,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Cash Advantage,105N132V01,Non ULIP,2013-07-1616-07-2013,2020-01-1616-01-2020,Savings,PAR,Individual,,ICICI_Pru_Cash_Advantage_2013-1469 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Cash_Advantage_2013-14.pdf/74a95099-889f-17f6-1d26-630610ec0761?version=1.1&t=1668057991746&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iCare,105N122V02,Non ULIP,2013-11-0808-11-2013,2014-07-2121-07-2014,Protection,Non PAR,Individual,,ICICI_Pru_iCare_SP_Option_II_2013-1461 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_iCare_SP_Option_II_2013-14.pdf/168281fc-0b07-cf4c-4cc4-3326b532a5fc?version=1.1&t=1668062767056&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iCare II,105N140V01,Non ULIP,2014-03-1111-03-2014,2018-09-0606-09-2018,Protection,Non PAR,Individual,,ICICI_Pru_iCare_II_Option_I_RP_2013-1457 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_iCare_II_Option_I_RP_2013-14.pdf/06f8a0b7-d946-55c2-951a-0d9ad45be973?version=1.1&t=1668059654192&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Loan Protect,105N142V01,Non ULIP,2014-01-0404-01-2014,2019-11-2020-11-2019,Protection,Non PAR,Individual,,ICICI Pru Loan Protect_Auto_Loan_Five_Pay_2013-1468 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru+Loan+Protect_Auto_Loan_Five_Pay_2013-14.pdf/2a3e4f8a-513b-1dc3-3551-103a309c6319?version=1.1&t=1668059758068&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Easy Retirement,105L133V01,ULIP,2013-09-1818-09-2013,2016-12-0808-12-2016,Retirement,Non PAR,Individual,,ICICI_Pru_Easy_Retirement_2013-1498 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Easy_Retirement_2013-14.pdf/f14b2796-ea78-3771-896c-3441c7f5fdd8?version=1.1&t=1668059860808&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Group Unit Linked Superannuation,105L136V01,ULIP,2013-10-0808-10-2013,2019-12-0606-12-2019,Retirement,Non PAR,Group,,ICICI Pru Group Unit Linked Superannuation_2013-14354 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru+Group+Unit+Linked+Superannuation_2013-14.pdf/ff1b95a4-bcf6-7ed8-9d8e-73509b7679d3?version=1.1&t=1668059959561&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Group Unit Linked Employee Benefit Plan,105L137V01,ULIP,2013-11-2121-11-2013,2019-12-0606-12-2019,Savings,Non PAR,Group,,ICICI Pru Group Unit Linked Employee Benefit Plan_2013-14228 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru+Group+Unit+Linked+Employee+Benefit+Plan_2013-14.pdf/d0f4e1ef-8138-0196-e0b7-bee4fe7134ec?version=1.1&t=1668060050321&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Easy Retirement SP,105L138V01,ULIP,2014-03-0606-03-2014,2016-12-0808-12-2016,Retirement,Non PAR,Individual,,ICICI_Pru_Easy_Retirement_SP_2013-1493 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Easy_Retirement_SP_2013-14.pdf/2d695b87-dfe8-f99d-98ab-25ff85d2d7f5?version=1.1&t=1668060165962&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Wealth Builder II,105L139V01,ULIP,2014-01-0101-01-2014,2017-07-0101-07-2017,Savings,Non PAR,Individual,,ICICI_Pru_Wealth_Builder_II_One pay_2013-14136 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Wealth_Builder_II_One+pay_2013-14.pdf/9989fe1a-877a-33c9-d23a-fabf47ac380f?version=1.1&t=1668060837122&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Elite Life II,105L141V01,ULIP,2014-01-0101-01-2014,2017-07-0101-07-2017,Savings,Non PAR,Individual,,ICICI_Pru_Elite_Life_II_One pay_2013-14127 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Elite_Life_II_One+pay_2013-14.pdf/d3921f64-a494-2b17-78fe-19d1727db7a1?version=1.1&t=1668064998605&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Guaranteed Wealth Protector,105L143V01,ULIP,2014-02-1919-02-2014,2020-01-3131-01-2020,Savings,Non PAR,Individual,,ICICI_Pru_Guaranteed_Wealth_Protector_2013-14106 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Guaranteed_Wealth_Protector_2013-14.pdf/0483708d-1f84-6a63-0516-1f41ec0920c0?version=1.1&t=1668061142414&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Savings Suraksha,105N135V01,Non ULIP,2013-10-0707-10-2013,2020-01-1616-01-2020,Savings,PAR,Individual,,ICICI_Pru_Savings_Suraksha_2013-1482 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Savings_Suraksha_2013-14.pdf/b1d594f0-75c0-9914-c628-487655c0c69a?version=1.1&t=1668059463876&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Pure Protect,105N084V02,Non ULIP,2013-11-0808-11-2013,2014-07-2121-07-2014,Protection,Non PAR,Individual,,ICICI_Pru_Pure_Protect_Elite_2013-1469 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Pure_Protect_Elite_2013-14.pdf/452212ad-6f0f-7c98-1447-9ae11b4399f9?version=1.1&t=1668056841284&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iProtect,105N110V02,Non ULIP,2013-11-0808-11-2013,2016-01-0101-01-2016,Protection,Non PAR,Individual,,ICICI Pru_iProtect_Sell_Online_Option_I_2013-1455 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru_iProtect_Sell_Online_Option_I_2013-14.pdf/59bac266-df0a-9f3d-f8a9-14bde40d7d41?version=1.1&t=1668061405580&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iProtect,105N110V02,Non ULIP,2013-11-0808-11-2013,2016-01-0101-01-2016,Protection,Non PAR,Individual,,ICICI Pru_iProtect_Sell_Online_Option_II_2013-1458 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru_iProtect_Sell_Online_Option_II_2013-14.pdf/10fcb60a-7ed4-de82-0a2e-6f9ef957a857?version=1.1&t=1668061528759&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iProtect,105N110V02,Non ULIP,2013-11-0808-11-2013,2016-01-0101-01-2016,Protection,Non PAR,Individual,,ICICI Pru_iProtect_Buy_Online_Option_I_2013-1455 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru_iProtect_Buy_Online_Option_I_2013-14.pdf/3ce55e57-4522-6a12-33ea-46d3a8a2725b?version=1.1&t=1668061628122&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iCare,105N122V02,Non ULIP,2013-11-0808-11-2013,2014-07-2121-07-2014,Protection,Non PAR,Individual,,ICICI_Pru_iCare_RP_Option_II_2013-1461 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_iCare_RP_Option_II_2013-14.pdf/59564dda-1f10-8135-c6ee-9db7b0cebcda?version=1.1&t=1668061732207&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iCare,105N122V02,Non ULIP,2013-11-0808-11-2013,2014-07-2121-07-2014,Protection,Non PAR,Individual,,ICICI_Pru_iCare_SP_Option_I_2013-1458 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_iCare_SP_Option_I_2013-14.pdf/ca70ed14-8efb-db4a-64cc-b2f694e6bdc4?version=1.1&t=1668062689493&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Anmol Bachat,105N139V01,Non ULIP,2014-03-0404-03-2014,2016-04-0101-04-2016,Savings,PAR,Individual,,ICICI_Pru_Anmol_Bachat_2013-1482 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Anmol_Bachat_2013-14.pdf/6e8dee84-944d-6542-f8f5-508aac377d37?version=1.1&t=1668059551722&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Immediate Annuity,105N009V06,Non ULIP,2012-01-2525-01-2012,2017-02-0101-02-2017,Retirement,Non PAR,Individual,,ICICI Pru Immediate Annuity_Policy_Document_(Indvidual)_2013-1487 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru+Immediate+Annuity_Policy_Document_%28Indvidual%29_2013-14.pdf/3795cb6a-08cb-653b-d2f3-27f66c9cb659?version=1.1&t=1668061262418&download=true
67,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Elite Wealth II,105L140V01,ULIP,2014-01-0101-01-2014,2017-07-0101-07-2017,Savings,Non PAR,Individual,,ICICI_Pru_Elite_Wealth_II_One pay_2013-14128 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Elite_Wealth_II_One+pay_2013-14.pdf/8739f1c3-bf53-902f-6c02-0eabeab203a0?version=1.1&t=1668060950116&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Loan Protect,105N142V02,Non ULIP,2019-11-2020-11-2019,----,Protection,Non PAR,Individual,,ICICI Pru Loan Protect_Mortgage_Loan_One_Pay_2013-1468 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru+Loan+Protect_Mortgage_Loan_One_Pay_2013-14.pdf/66e86043-1ec7-5262-c3a4-5b60b38715e6?version=1.1&t=1668063983683&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Money Balance Plan,143L017V02,ULIP,2013-11-1515-11-2013,2015-08-2020-08-2015,Savings,Non-Par,,,IndiaFirst Money Balance Plan_Policy Document_2013-14665 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Money+Balance+Plan_Policy+Document_2013-14.pdf/313bb1ef-2e36-297a-d6c1-ccd128ecbdec?version=1.1&t=1668143844259&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Employee Benefit Plan,143L013V02,ULIP,2013-08-3131-08-2013,----,Retirement,Non-Par,,,IndiaFirst Employee Benefit (Leave Encashment) Plan_Policy Document_2013-14544 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Employee+Benefit+%28Leave+Encashment%29+Plan_Policy+Document_2013-14.pdf/ad383220-e481-285e-b6e0-7d21cfc9123c?version=1.1&t=1668143456396&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Elite Life II,105L141V01,ULIP,2014-01-0101-01-2014,2017-07-0101-07-2017,Savings,Non PAR,Individual,,ICICI_Pru_Elite_Life_II_Regular pay_2013-14127 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Elite_Life_II_Regular+pay_2013-14.pdf/ccf9543f-66d5-b6a1-e976-9eae27391cd9?version=1.0&t=1632479870620&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iCare II,105N140V01,Non ULIP,2014-03-1111-03-2014,2018-09-0606-09-2018,Protection,Non PAR,Individual,,ICICI_Pru_iCare_II_Option_II_RP_2013-1458 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_iCare_II_Option_II_RP_2013-14.pdf/248fdfa8-a453-f37d-aef5-2cd0ae14a72b?version=1.1&t=1668063647074&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Loan Protect,105N142V02,Non ULIP,2019-11-2020-11-2019,----,Protection,Non PAR,Individual,,ICICI Pru Loan Protect_Auto_Loan_One_Pay_2013-1468 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru+Loan+Protect_Auto_Loan_One_Pay_2013-14.pdf/ed865e9b-53ff-a5c0-54d4-2bed96ad0512?version=1.1&t=1668063732714&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Loan Protect,105N142V02,Non ULIP,2019-11-2020-11-2019,----,Protection,Non PAR,Individual,,ICICI Pru Loan Protect_Mortgage_Loan_Five_Pay_2013-1468 KB,https://irdai.gov.in/documents/37343/563751/ICICI+Pru+Loan+Protect_Mortgage_Loan_Five_Pay_2013-14.pdf/da168662-bd0e-4287-fb99-509fa25c7a09?version=1.1&t=1668063813792&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Wealth Builder II,105L139V01,ULIP,2014-01-0101-01-2014,2017-07-0101-07-2017,Savings,Non PAR,Individual,,ICICI_Pru_Wealth_Builder_II_Regular pay_2013-14136 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Wealth_Builder_II_Regular+pay_2013-14.pdf/ca168f9e-e5ae-66df-1cae-c3f2eec4055f?version=1.1&t=1668064137699&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru Elite Wealth II,105L140V01,ULIP,2014-01-0101-01-2014,2017-07-0101-07-2017,Savings,Non PAR,Individual,,ICICI_Pru_Elite_Wealth_II_Regular pay_2013-14128 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_Elite_Wealth_II_Regular+pay_2013-14.pdf/a0f56c7c-aabc-68e6-5788-59f281c0eb20?version=1.1&t=1668061029914&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Group Term Plan,143N006V02,Non-ULIP,2013-08-0202-08-2013,2014-12-3030-12-2014,Protection,Non-Par,,,IndiaFirst Group Term Plan_Policy Document_2013-14404 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Group+Term+Plan_Policy+Document_2013-14.pdf/688e8d0a-ca9a-1b18-e6c1-dc4b225b59c2?version=1.1&t=1668143110500&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Happy India Plan,143L011V02,ULIP,2014-03-0404-03-2014,2017-10-0202-10-2017,Savings,Non-Par,,,IndiaFirst Happy India Plan_Policy Document_2013-14659 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Happy+India+Plan_Policy+Document_2013-14.pdf/889cfea9-0f82-3103-d130-2d3c86b797c1?version=1.1&t=1668143915754&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Maha Jeevan Plan,143N018V02,Non-ULIP,2013-11-1515-11-2013,2015-08-2020-08-2015,Savings,Par,,,IndiaFirst Maha Jeevan Plan_Policy Document_2013-14458 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Maha+Jeevan+Plan_Policy+Document_2013-14.pdf/9204dedc-476b-9880-d015-b0b1521663aa?version=1.1&t=1668142901720&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Group Superannuation Plan,143N020V02,Non-ULIP,2013-08-1414-08-2013,2020-01-0404-01-2020,Retirement,Par,,,IndiaFirst Group Superannuation Plan_Policy Document_2013-14684 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Group+Superannuation+Plan_Policy+Document_2013-14.pdf/a25c4e67-d5e9-eb4a-f76d-6e7d71a5aa19?version=1.1&t=1668143254001&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst New Corporate Benefit Plan,143N022V01,Non-ULIP,2013-08-1414-08-2013,2020-01-0404-01-2020,Retirement,Par,,,IndiaFirst New Corporate Benefit (Gratuity) Plan_Policy Document_2013-14393 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+New+Corporate+Benefit+%28Gratuity%29+Plan_Policy+Document_2013-14.pdf/d720f22e-5725-1075-963a-661a66ff7fe6?version=1.1&t=1668143548109&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Anytime Plan,143N009V02,Non-ULIP,2013-12-2020-12-2013,----,Protection,Non-Par,,,IndiaFirst Anytime Plan_Policy Document_2013-14501 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Anytime+Plan_Policy+Document_2013-14.pdf/a80c782d-4c30-2cfe-530f-5d216d1e242d?version=1.1&t=1668143711492&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Life Plan,143N007V02,Non-ULIP,2013-11-1515-11-2013,----,Protection,Non-Par,,,IndiaFirst Life Plan_Policy Document__2013-14503 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Life+Plan_Policy+Document__2013-14.pdf/0bc9a8b0-be5e-2e79-6352-119336f1a5f0?version=1.1&t=1668142974423&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Smart Save Plan,143L010V02,ULIP,2013-11-1515-11-2013,2017-10-0202-10-2017,Savings,Non-Par,,,IndiaFirst Smart Save Plan_Policy Document_2013-14623 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Smart+Save+Plan_Policy+Document_2013-14.pdf/7130bdd9-1de5-5b97-4f20-800a70141468?version=1.1&t=1668143780058&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Simple Benefit Plan,143N019V02,Non-ULIP,2013-11-1515-11-2013,2017-03-3131-03-2017,Savings,Par,,,IndiaFirst Simple Benefit Plan_Policy Document_2013-14523 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Simple+Benefit+Plan_Policy+Document_2013-14.pdf/c8d36b0e-1c28-cb5c-1717-0c49c5c072e7?version=1.1&t=1668142756748&download=true
68,Non-Archived,2013-14,IndiaFirst Life Insurance Co. Ltd.,IndiaFirst Group Credit Life Plan,143N005V02,Non-ULIP,2013-08-0202-08-2013,2017-04-2020-04-2017,Protection,Non-Par,,,IndiaFirst Group Credit Life Plan_Policy Document_2013-14584 KB,https://irdai.gov.in/documents/37343/563751/IndiaFirst+Group+Credit+Life+Plan_Policy+Document_2013-14.pdf/46ba4f71-2cf4-ac4c-045c-d04da958d44f?version=1.1&t=1668143182096&download=true
68,Non-Archived,2013-14,ICICI Prudential Life Insurance Co. Ltd.,ICICI Pru iCare II,105N140V01,Non ULIP,2014-03-1111-03-2014,2018-09-0606-09-2018,Protection,Non PAR,Individual,,ICICI_Pru_iCare_II_Option_I_SP_2013-1457 KB,https://irdai.gov.in/documents/37343/563751/ICICI_Pru_iCare_II_Option_I_SP_2013-14.pdf/21be7f9b-2c61-9e00-a41c-67aee90e4b63?version=1.1&t=1668063558599&download=true
69,Non-Archived,2013-14,Edelweiss Tokio Life Insurance Co. Ltd,Edelweiss Tokio Life - Guaranteed Income Plan,147N021V01,Non ULIP,----,----,Savings,Non-Par,Individual,,Guaranteed Income Plan_Policy Contract_2013-14745 KB,https://irdai.gov.in/documents/37343/563751/Guaranteed+Income+Plan_Policy+Contract_2013-14.pdf/b8f18838-4af8-2d86-cb06-a7bb373541a5?version=1.1&t=1667662707521&download=true
69,Non-Archived,2013-14,Edelweiss Tokio Life Insurance Co. Ltd,Edelweiss Tokio Life - EduSave,147N022V01,Non ULIP,----,----,Savings,Par,Individual,,EduSave_Policy Contract_2013-14708 KB,https://irdai.gov.in/documents/37343/563751/EduSave_Policy+Contract_2013-14.pdf/0819f914-c334-5995-0872-768e93c7b01e?version=1.1&t=1667662807794&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Mera Ashirvad,114N068V01,Non-ULIP,2013-10-1111-10-2013,2020-01-3131-01-2020,Savings,Non-Par,Individual,Withdrawn,ING Mera Ashirvad_2013-14447 KB,https://irdai.gov.in/documents/37343/563751/ING+Mera+Ashirvad_2013-14.pdf/7db10587-707e-d307-49d9-8916227b7cde?version=1.1&t=1667797352159&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Prospering Life Plus SP,114L069V01,ULIP,2013-12-1616-12-2013,2020-01-3131-01-2020,Savings,Non-Par,Individual,Withdrawn,ING Prospering Life SP_2013-141.1 MB,https://irdai.gov.in/documents/37343/563751/ING+Prospering+Life+SP_2013-14.pdf/e5443e41-e01c-465e-80f1-a884de75cc86?version=1.1&t=1667724194697&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Prospering Life Plus,114L070V01,ULIP,2013-12-1616-12-2013,2020-01-3131-01-2020,Savings,Non-Par,Individual,Withdrawn,ING Prospering Life Plus_2013-141.3 MB,https://irdai.gov.in/documents/37343/563751/ING+Prospering+Life+Plus_2013-14.pdf/fd979817-06eb-aa3b-8fdc-52153c034bd1?version=1.1&t=1667715399283&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Secured Income Insurance RP,114N060V02,Non-ULIP,2013-10-2222-10-2013,2019-09-1818-09-2019,Savings,Par,Individual,Withdrawn,ING Secured Income Insurance RP_2013-14568 KB,https://irdai.gov.in/documents/37343/563751/ING+Secured+Income+Insurance+RP_2013-14.pdf/b24ad878-1e57-3919-8d61-cee7b726ea46?version=1.1&t=1667714723289&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Secured Income Insurance Plus,114N061V02,Non-ULIP,2013-10-2222-10-2013,2019-11-1818-11-2019,Savings,Par,Individual,Withdrawn,ING Secured Income Insurance Plus _2013-14632 KB,https://irdai.gov.in/documents/37343/563751/ING+Secured+Income+Insurance+Plus+_2013-14.pdf/bcb32c53-b44b-36ce-c8df-35d3b8e200dc?version=1.1&t=1667714542475&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Golden Years Retirement Plan,114N065V01,Non-ULIP,2013-05-1616-05-2013,2016-03-3131-03-2016,Retirement,Non-Par,Individual,Withdrawn,ING Golden Years Retirement Plan_2013-141.6 MB,https://irdai.gov.in/documents/37343/563751/ING+Golden+Years+Retirement+Plan_2013-14.pdf/23b910aa-e762-1dba-b27b-365b4343f620?version=1.1&t=1667797460687&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING My Term Insurance Plan,114N063V02,Non-ULIP,2013-10-1111-10-2013,2016-08-0505-08-2016,Protection,Non-Par,Individual,Withdrawn,ING My Term Insurance Plan_2013-14491 KB,https://irdai.gov.in/documents/37343/563751/ING+My+Term+Insurance+Plan_2013-14.pdf/1a1aca0b-9b06-34de-7d2c-14fc3c2708f4?version=1.1&t=1667661899083&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Accidental Death Disability and Dismemberment Rider,114B002V02,Non-ULIP,2013-10-2222-10-2013,----,Protection,Non-Par,Individual,,ING Accidental Death Disability and Dismemberment Rider_2013-14960 KB,https://irdai.gov.in/documents/37343/563751/ING+Accidental+Death+Disability+and+Dismemberment+Rider_2013-14.pdf/ea42d5d4-90d2-7106-8f3a-dcdd5666270c?version=1.1&t=1667797132897&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Guaranteed Income Insurance Plan,114N067V01,Non-ULIP,2013-09-1212-09-2013,2020-01-0707-01-2020,Savings,Non-Par,Individual,Withdrawn,ING Guaranteed Income Insurance Plan_2013-14120 KB,https://irdai.gov.in/documents/37343/563751/ING+Guaranteed+Income+Insurance+Plan_2013-14.pdf/958708a0-b1f8-236b-dfae-af61efee8e23?version=1.1&t=1667656207336&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Smart Future Insurance Plan,114L066V01,ULIP,2013-08-0808-08-2013,2015-09-0404-09-2015,Savings,Non-Par,Individual,Withdrawn,ING Smart Future Insurance Plan_2013-14513 KB,https://irdai.gov.in/documents/37343/563751/ING+Smart+Future+Insurance+Plan_2013-14.pdf/3b24e6b5-2c12-37e9-4faa-8231c5b5432c?version=1.1&t=1667656088491&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Nirmal Jeevan Insurance Plan,114N064V01,Non-ULIP,2013-05-2222-05-2013,2020-01-3131-01-2020,Savings,Non-Par,Individual,Withdrawn,ING Nirmal Jeevan Insurance Plan_2013-14264 KB,https://irdai.gov.in/documents/37343/563751/ING+Nirmal+Jeevan+Insurance+Plan_2013-14.pdf/9a55f75a-1ecc-f4c2-24ea-ec0a387dcbd6?version=1.1&t=1667655929670&download=true
69,Non-Archived,2013-14,Edelweiss Tokio Life Insurance Co. Ltd,Edelweiss Tokio Life - Wealth Builder,147N026V01,Non ULIP,----,----,Savings,Non-Par,Individual,,Wealth Builder_Policy Contract_2013-14949 KB,https://irdai.gov.in/documents/37343/563751/Wealth+Builder_Policy+Contract_2013-14.pdf/4dd0c3af-2f4b-85f4-44ad-3c6f109d62b3?version=1.1&t=1667704822953&download=true
69,Non-Archived,2013-14,Edelweiss Tokio Life Insurance Co. Ltd,Edelweiss Tokio Life - Pension Plan,147N025V01,Non ULIP,----,----,Retirement,Par,Individual,,Pension Plan - Policy Contract_2013-14399 KB,https://irdai.gov.in/documents/37343/563751/Pension+Plan+-+Policy+Contract_2013-14.pdf/5cc1a7aa-e45f-e837-0c42-a4a2a45459e8?version=1.1&t=1667704736477&download=true
69,Non-Archived,2013-14,Edelweiss Tokio Life Insurance Co. Ltd,Edelweiss Tokio Life - Milestones Plan (WA),147N024V01,Non ULIP,----,----,Savings,Par,Individual,,Milestones Plan (WA)_Policy Contract_2013-14761 KB,https://irdai.gov.in/documents/37343/563751/Milestones+Plan+%28WA%29_Policy+Contract_2013-14.pdf/e6bd8e0e-2734-f7fe-a529-7ffe22839cd5?version=1.1&t=1667704625409&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Immediate Annuity with return of purchase price,114N050V02,Non-ULIP,2013-07-1919-07-2013,2016-06-0606-06-2016,Retirement,Non-Par,Individual,Withdrawn,ING Immediate Annuity with return of purchase price_2013-14318 KB,https://irdai.gov.in/documents/37343/563751/ING+Immediate+Annuity+with+return+of+purchase+price_2013-14.pdf/a0caf4d6-2dd6-d730-2b7a-ee55a2356fd7?version=1.1&t=1667662149287&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING New Fulfilling Life,114N024V02,Non-ULIP,2013-11-0202-11-2013,2018-10-1414-10-2018,Savings,Par,Individual,Withdrawn,ING New Fulfilling Life_2013-141.3 MB,https://irdai.gov.in/documents/37343/563751/ING+New+Fulfilling+Life_2013-14.pdf/67a694c5-6a8c-5f4e-e709-2c8de64e0e82?version=1.1&t=1667662298074&download=true
69,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Critical Illness Rider,114B009V02,Non-ULIP,2013-10-2222-10-2013,----,Protection,Non-Par,Individual,,ING Critical Illness Rider_2013-14285 KB,https://irdai.gov.in/documents/37343/563751/ING+Critical+Illness+Rider_2013-14.pdf/97328cf4-3830-3863-2eab-b425ea729b17?version=1.1&t=1667797244997&download=true
