Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,Product Name,UIN,Type Of Product,Date Of Launch/Effecting Modification,Date Of Closing / Withdrawal,Protection/ Savings/ Retirement,Par/Non-par,Individual/Group,Remarks,Download,document_link
69,Non-Archived,2013-14,Edelweiss Tokio Life Insurance Co. Ltd,Edelweiss Tokio Life - Cash Income,147N023V01,Non ULIP,----,----,Savings,Non-Par,Individual,,Cash Income_Policy Contract_2013-14737 KB,https://irdai.gov.in/documents/37343/563751/Cash+Income_Policy+Contract_2013-14.pdf/45b34ca8-9696-9304-e20c-084cfe0cf012?version=1.1&t=1667663022678&download=true
70,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Group Decreasing Mortgage Cover Plan,114N025V02,Non-ULIP,2013-09-2525-09-2013,2016-10-0101-10-2016,Protection,Non-Par,Group,Withdrawn,ING Group Decreasing Mortgage Cover Plan_2013-14289 KB,https://irdai.gov.in/documents/37343/563751/ING+Group+Decreasing+Mortgage+Cover+Plan_2013-14.pdf/44ffb4dd-6b77-a2dd-48ca-404ebcac4ed7?version=1.1&t=1667797913919&download=true
70,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Smart Shield,114N037V02,Non-ULIP,2013-09-2525-09-2013,2016-10-0101-10-2016,Protection,Non-Par,Group,Withdrawn,ING Smart Shield_2013-14139 KB,https://irdai.gov.in/documents/37343/563751/ING+Smart+Shield_2013-14.pdf/67aeb84f-f7e2-68a5-ac48-cb097761cdfd?version=1.1&t=1667798020683&download=true
70,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING New Creating Life Insurance Plus,114N071V01,Non-ULIP,2014-02-1414-02-2014,2019-11-1818-11-2019,Savings,Par,Individual,Withdrawn,ING New Creating Life Insurance Plus_2013-14504 KB,https://irdai.gov.in/documents/37343/563751/ING+New+Creating+Life+Insurance+Plus_2013-14.pdf/06d3420b-d152-89bf-ed53-c5b39060bf84?version=1.1&t=1667797568789&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Pramukh Nivesh,133L035V02,ULIP,2013-09-1919-09-2013,2020-01-3131-01-2020,Savings,Non-Par,Individual,,FG Pramukh Nivesh- Sample Policy Document_2013-14794 KB,https://irdai.gov.in/documents/37343/563751/FG+Pramukh+Nivesh-+Sample+Policy+Document_2013-14.pdf/c893ca96-9f32-f7fc-72c3-75bb2db3025e?version=1.1&t=1667801893895&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Wealth Protect Plan,133L036V02,ULIP,2013-12-2727-12-2013,2019-12-1010-12-2019,Savings,Non-Par,Individual,,SamplePolicyDocument_FGWealthProtect_2013-14686 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGWealthProtect_2013-14.pdf/e3dee6d7-de15-c597-43a0-07188f221764?version=1.1&t=1667802008749&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Pension Guarantee,133N046V01,Non-ULIP,2013-12-0606-12-2013,2020-01-3131-01-2020,Retirement,Par,Individual,,SamplePolicyDocument_FGPensionGuarantee_2013-141 MB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGPensionGuarantee_2013-14.pdf/23edd67a-827b-bdbb-f927-87adaf9eeea9?version=1.1&t=1667802251654&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Pearls Guarantee,133N047V01,Non-ULIP,2013-10-1010-10-2013,2017-04-0101-04-2017,Savings,Non-Par,Individual,,SamplePolicyDocument_FGPearls Guarantee_2013-14448 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGPearls+Guarantee_2013-14.pdf/a35e282a-aa32-0957-1af8-8c6fc91615ef?version=1.1&t=1667802340233&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Bima Gain,133L048V01,ULIP,2013-12-0606-12-2013,2020-01-3131-01-2020,Savings,Non-Par,Individual,,SamplePolicyDocument_FGBimaGain_2013-14609 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGBimaGain_2013-14.pdf/4e36f61b-dcd1-cb89-417e-c41dbf4ed6a7?version=1.1&t=1667802425117&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Bima Advantage Plus,133L049V01,ULIP,2014-01-1313-01-2014,2017-09-2121-09-2017,Savings,Non-Par,Individual,,SamplePolicyDocument_FGBimaAdvPlus_2013-14710 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGBimaAdvPlus_2013-14.pdf/dc9e2664-b761-8a61-484a-32b2f40b005b?version=1.1&t=1667802519922&download=true
70,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING Group Term Life,114N012V02,Non-ULIP,2013-09-2525-09-2013,2017-07-0505-07-2017,Protection,Non-Par,Group,Withdrawn,ING Group Term Life_2013-14286 KB,https://irdai.gov.in/documents/37343/563751/ING+Group+Term+Life_2013-14.pdf/c4e0e140-f96a-4690-e226-61dc16bd6f9c?version=1.1&t=1667797814434&download=true
70,Non-Archived,2013-14,Exide Life Insurance Co. Ltd.,ING New Creating Life Insurance Regular Pay,114N072V01,Non-ULIP,2014-02-1414-02-2014,2019-09-1818-09-2019,Savings,Par,Individual,Withdrawn,ING New Creating Life Insurance Regular Pay_2013-14497 KB,https://irdai.gov.in/documents/37343/563751/ING+New+Creating+Life+Insurance+Regular+Pay_2013-14.pdf/91ea36ed-1904-dc9a-9680-ab3c35b82277?version=1.1&t=1667797674928&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Assure Plus,133N052V01,Non-ULIP,2014-02-0505-02-2014,2020-01-3131-01-2020,Savings,Par,Individual,,SamplePolicyDocument_FGAssurePlus_2013-14706 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGAssurePlus_2013-14.pdf/eaddbd7c-a3e8-4328-8bbb-381f452519c8?version=1.1&t=1667796839477&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Term Life Insurance Plan,133N003V02,Non-ULIP,2013-08-2121-08-2013,2018-04-0101-04-2018,Protection,Non-Par,Group,,SamplePolicyDocument_FGGroupTermLifePlan_2013-14582 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGGroupTermLifePlan_2013-14.pdf/30b9abc7-57eb-51d5-e967-2ccc3784e974?version=1.1&t=1667796726870&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Accelerated Terminal Illness Rider,133B008V01,Non-ULIP,2008-12-1515-12-2008,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_AcceleratedTerminalIllness_2013-14186 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_AcceleratedTerminalIllness_2013-14.pdf/4499fb61-3df6-292c-b113-2a6f07d37982?version=1.1&t=1667796448852&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Accidental Death Rider,133B009V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_AccidentalDeath_2013-14172 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_AccidentalDeath_2013-14.pdf/688c838d-92ab-a2dc-0211-c88a7bba0a79?version=1.1&t=1667796369188&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Accidental Partial Permanent Disability Rider,133B010V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_AccidentalPartialPermanentDisability_2013-14190 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_AccidentalPartialPermanentDisability_2013-14.pdf/05961c2e-2e15-258e-c863-dd076b642cc7?version=1.1&t=1667796283470&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Accident & Sickness Total Permanent Disability Rider,133B011V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddeddum_AccidentandSicknessTotalPermanentDisability_2013-14189 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddeddum_AccidentandSicknessTotalPermanentDisability_2013-14.pdf/38096cfe-1dfd-c8a0-94c2-1c50c7f355ab?version=1.1&t=1667796002530&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Saral Bima,133N051V01,Non-ULIP,2014-02-0505-02-2014,2017-04-0101-04-2017,Savings,Non-Par,Individual,,SamplePolicyDocument_FGSaralBima_2013-14724 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGSaralBima_2013-14.pdf/d36144ff-6259-2c4e-fed0-ab6e51d9c227?version=1.1&t=1667796940992&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Immediate Annuity,133N006V02,Non-ULIP,2013-10-2525-10-2013,----,Savings,Non-Par,Individual,,FGImmediate AnnuityPlan_SamplePolicydocument_2013-14454 KB,https://irdai.gov.in/documents/37343/563751/FGImmediate+AnnuityPlan_SamplePolicydocument_2013-14.pdf/78e8bf5f-89f2-8106-24a9-acffafc80a5b?version=1.1&t=1667801811589&download=true
70,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Dhan Vridhi,133L050V01,ULIP,2014-01-1313-01-2014,2017-09-2121-09-2017,Savings,Non-Par,Individual,,SamplePolicyDocument_FGDhanVridhi_2013-14742 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGDhanVridhi_2013-14.pdf/f1004924-79a7-9c28-b463-5eea94da3666?version=1.1&t=1667797020703&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Group Credit Protect Plus Insurance Plan,101N096V01,Non-ULIP,2013-09-1010-09-2013,2017-03-3131-03-2017,Protection,Non Par,Group,,HDFC Life Credit Protect Plus_2013-14134 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Credit+Protect+Plus_2013-14.pdf/8c201378-9818-85e1-565e-103ec5ab5f72?version=1.1&t=1667804393333&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Core Critical Illness Rider,133B014V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_CoreCriticalIllness_2013-14229 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_CoreCriticalIllness_2013-14.pdf/acf7b1fc-0e41-f929-0a8f-2253af53976f?version=1.1&t=1667795713773&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Core Critical Illness Accelerated Rider,133B013V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_CoreCriticalIllnessAccelerated_2013-14230 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_CoreCriticalIllnessAccelerated_2013-14.pdf/5cd8776a-c79c-fa72-f0d7-d3603726ee75?version=1.1&t=1667795845141&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Superannuation Plan,133N043V01,Non-ULIP,2013-10-2929-10-2013,2017-04-0101-04-2017,Savings,Par,Group,,SamplePolicyDocument_FGGroupSuperannuation_2013-14767 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGGroupSuperannuation_2013-14.pdf/a464088d-ad06-5298-8ec0-4fd0ffca8e92?version=1.1&t=1667795402862&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Leave Encashment Plan,133N044V01,Non-ULIP,2013-10-2929-10-2013,2017-04-0101-04-2017,Savings,Non-Par,Group,,SamplePolicyDocument_FGGroupLeaveEncashment_2013-14695 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGGroupLeaveEncashment_2013-14.pdf/95c2a683-b854-2df2-e0a3-1e03158e1d49?version=1.1&t=1667795288537&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Gratuity Plan,133N045V01,Non-ULIP,2013-08-3030-08-2013,2017-04-0101-04-2017,Savings,Non-Par,Group,,SamplePolicyDocument_FGGroupGratuity_2013-14697 KB,https://irdai.gov.in/documents/37343/563751/SamplePolicyDocument_FGGroupGratuity_2013-14.pdf/cb10e854-8a10-5a0d-f861-096f14e965ab?version=1.1&t=1667795192592&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Extended Critical Illness Accelerated Rider,133B015V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_ExtendedCriticalIllnessAccelerated_2013-14243 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_ExtendedCriticalIllnessAccelerated_2013-14.pdf/98582e72-be2a-5d13-3eab-e7e3a6c971a5?version=1.1&t=1667795611740&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Group Term Insurance,101N005V03,Non-ULIP,2013-08-0101-08-2013,2015-03-2222-03-2015,Protection,Non Par,Group,,HDFC Group Term Insurance Plan_2013-14332 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Group+Term+Insurance+Plan_2013-14.pdf/4b7d8f99-9841-3ff6-1b82-2eea502f2c90?version=1.1&t=1667803131817&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Group Variable Term Insurance,101N021V02,Non-ULIP,2013-08-0101-08-2013,2014-12-0101-12-2014,Protection,Non Par,Group,,HDFC Group Variable Term Insurance_2013-14149 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Group+Variable+Term+Insurance_2013-14.pdf/cf367730-8370-fbe1-020a-4898ce4364e8?version=1.1&t=1667803271991&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Sanchay,101N097V01,Non-ULIP,2013-12-2323-12-2013,2015-10-1212-10-2015,Savings,Non Par,Individual,,HDFC Life Sanchay_2013-14262 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Sanchay_2013-14.pdf/c387f2d0-f01b-4375-c9fd-f5ce1f54da4b?version=1.1&t=1667804510920&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC SL Sarvgrameen Bachat Yojana,101N069V02,Non-ULIP,2013-12-0202-12-2013,2016-04-1717-04-2016,Protection,Non Par,Individual,,HDFC SL SARVGRAMEEN BACHAT YOJANA_040814_2013-1465 KB,https://irdai.gov.in/documents/37343/563751/HDFC+SL+SARVGRAMEEN+BACHAT+YOJANA_040814_2013-14.pdf/70b3b8eb-0fb6-448a-de9b-b1ffefdbbe9f?version=1.1&t=1667803384352&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Group Credit Protect Insurance Plan,101N079V02,Non-ULIP,2013-08-0101-08-2013,2019-11-0909-11-2019,Protection,Non Par,Group,,HDFC Life Group Credit Protect Insurance Plan_2013-14168 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Group+Credit+Protect+Insurance+Plan_2013-14.pdf/a0769602-b473-a2bc-f598-293f60ac272d?version=1.1&t=1667803518413&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life ClassicAssure plus,101N089V01,Non-ULIP,2013-05-2727-05-2013,2017-03-0707-03-2017,Savings,Par,Individual,,HDFC ClassicAssure Plus_2013-14260 KB,https://irdai.gov.in/documents/37343/563751/HDFC+ClassicAssure+Plus_2013-14.pdf/5de7d47b-f31e-2238-cdef-ffce2ff7faa5?version=1.1&t=1667803680269&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Super Savings Plan,101N090V01,Non-ULIP,2013-07-0808-07-2013,2020-01-3131-01-2020,Savings,Par,Individual,,HDFC Life Super Savings Plan_040814_2013-14298 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Super+Savings+Plan_040814_2013-14.pdf/1a5374a8-1005-89a4-1214-755a6960e269?version=1.1&t=1667803770902&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Personal Pension Plus,101N091V01,Non-ULIP,2013-06-1818-06-2013,2016-04-1717-04-2016,Retirement,Par,Individual,,HDFC Life Personal Pension Plus_2013-14377 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Personal+Pension+Plus_2013-14.pdf/09f9317d-c1b5-55bf-a63c-841b46216524?version=1.1&t=1667803874331&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Guaranteed Pension Plan,101N092V01,Non-ULIP,2013-06-1818-06-2013,2016-04-1717-04-2016,Retirement,Non Par,Individual,,HDFC Life Guaranteed Pension Plan_2013-14237 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Guaranteed+Pension+Plan_2013-14.pdf/d55ebeb2-4475-4d82-a030-1d6a11b86de5?version=1.1&t=1667803972968&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Group Variable Employee Benefit Plan,101N095V01,Non-ULIP,2013-09-0202-09-2013,2017-06-0404-06-2017,Savings,Non Par,Group,,HDFC Life Group Variable Employee Benefit Plan_2013-14121 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Group+Variable+Employee+Benefit+Plan_2013-14.pdf/be03c21f-2035-f727-9e90-12dad134ee7e?version=1.1&t=1667804302947&download=true
71,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Click 2 Protect Plan,101N080V02,Non-ULIP,2013-10-1616-10-2013,2016-01-0101-01-2016,Protection,Non Par,Individual,,HDFC Life CLick2Protect_2013-14235 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+CLick2Protect_2013-14.pdf/740d48e6-d867-04ec-a018-238e36f109a4?version=1.1&t=1667803605724&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Accidental Total Permanent Disability Rider,133B012V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_AccidentalTotalPermanentDisability_2013-14184 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_AccidentalTotalPermanentDisability_2013-14.pdf/b2c016e0-ecfc-dd96-f9fb-5a3fa8c9faff?version=1.1&t=1667795920950&download=true
71,Non-Archived,2013-14,Future Generali India Life Insurance Co.Ltd,Future Generali Group Extended Critical Illness Rider,133B016V01,Non-ULIP,2007-12-0101-12-2007,2013-11-0101-11-2013,Protection,Non-Par,Group,,PolicyAddendum_ExtendedCriticalIllness_2013-14234 KB,https://irdai.gov.in/documents/37343/563751/PolicyAddendum_ExtendedCriticalIllness_2013-14.pdf/ff54adae-1454-6d0a-d55d-b9a28488c51e?version=1.1&t=1667795500891&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Single Premium Pension Super,101L086V02,ULIP,2013-12-0202-12-2013,2016-03-0303-03-2016,Retirement,Non Par,Individual,,HDFC Life Single Premium Pension Super_2013-14134 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Single+Premium+Pension+Super_2013-14.pdf/bfdeb8c7-2fa2-76ee-6e4e-42849b7b1b3c?version=1.1&t=1667806818600&download=true
72,Non-Archived,2013-14,PNB MetLife India Insurance Co. Ltd,Met Superannaution,117N078V01,Non-ULIP,2013-10-2121-10-2013,2017-05-1818-05-2017,Retirement,Non PAR,Group,,Met_GroupSuperannuation_T&C_2013-14421 KB,https://irdai.gov.in/documents/37343/563751/Met_GroupSuperannuation_T%26C_2013-14.pdf/08955b53-b461-bfca-5c7d-e1876980b5c1?version=1.1&t=1667554506154&download=true
72,Non-Archived,2013-14,PNB MetLife India Insurance Co. Ltd,Met Complete Care,117N079V01,Non-ULIP,2013-08-0101-08-2013,2015-07-3030-07-2015,Protection,Non PAR,Group,,Met_CompleteCare_ T&C_EE_2013-14436 KB,https://irdai.gov.in/documents/37343/563751/Met_CompleteCare_+T%26C_EE_2013-14.pdf/35b3ae0a-a68e-16bb-1d59-aafd936922b0?version=1.1&t=1667554421100&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Super Income Plan,101N098V01,Non-ULIP,2014-01-0909-01-2014,2016-12-1515-12-2016,Savings,Par,Individual,,HDFC Life Super Income Plan_040814_2013-14235 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Super+Income+Plan_040814_2013-14.pdf/e3e0a46c-86d9-27ac-0c3c-2ed0b26f8f9a?version=1.1&t=1667804600837&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC SL ProGrowth Maximiser,101L067V02,ULIP,2013-12-0202-12-2013,2017-03-0707-03-2017,Savings,Non Par,Individual,,HDFC SL ProGrowth Maximiser_2013-14156 KB,https://irdai.gov.in/documents/37343/563751/HDFC+SL+ProGrowth+Maximiser_2013-14.pdf/398a2d8b-a067-59d4-fbc9-90cbf2f256e1?version=1.1&t=1667804828174&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC SL YoungStar Super Premium,101L068V02,ULIP,2013-10-0303-10-2013,2019-11-2424-11-2019,Savings,Non Par,Individual,,HDFC Life YoungStar Super Premium_2013-14199 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+YoungStar+Super+Premium_2013-14.pdf/ccc534d0-7b8c-9989-d712-41dddd5eb237?version=1.1&t=1667805359044&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC SL ProGrowth Flexi,101L072V02,ULIP,2013-10-0303-10-2013,2017-03-0707-03-2017,Savings,Non Par,Individual,,HDFC Life ProGrowth Flexi_2013-14184 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+ProGrowth+Flexi_2013-14.pdf/59194e7f-63a5-bdfe-52f2-3c77ee108673?version=1.1&t=1667805958643&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life ProGrowth Plus,101L081V02,ULIP,2013-10-0303-10-2013,2017-03-0707-03-2017,Savings,Non Par,Individual,,HDFC Life ProGrowth Plus_2013-14197 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+ProGrowth+Plus_2013-14.pdf/8c86f3ce-2751-e0b4-c479-b008b685ee7d?version=1.1&t=1667806077828&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life Smart Woman,101L082V02,ULIP,2013-12-0202-12-2013,2020-01-3030-01-2020,Savings,Non Par,Individual,,HDFC Life Smart Woman Plan_2013-14241 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+Smart+Woman+Plan_2013-14.pdf/2349c900-e42f-6ceb-3e58-99851e724049?version=1.1&t=1667806418758&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC Life New Group Unit Linked Plan,101L094V01,ULIP,2013-09-2626-09-2013,2017-06-0404-06-2017,Retirement,Non Par,Group,,HDFC Life New Group Unit Linked Plan_2013-14142 KB,https://irdai.gov.in/documents/37343/563751/HDFC+Life+New+Group+Unit+Linked+Plan_2013-14.pdf/c5f67438-410b-6f1e-ce3c-9f264240fbfb?version=1.1&t=1667807020257&download=true
72,Non-Archived,2013-14,HDFC Life Insurance Company Limited,HDFC SL ProGrowth Super II,101L066V02,ULIP,2013-10-0303-10-2013,2017-10-1111-10-2017,Savings,Non Par,Individual,,HDFC SL ProGrowth Super II_2013-14225 KB,https://irdai.gov.in/documents/37343/563751/HDFC+SL+ProGrowth+Super+II_2013-14.pdf/fe7366c9-ed95-6f4f-3963-6cce680d0d6a?version=1.1&t=1667804739243&download=true
